Units Absorbed by Dwelling Type and Census Subdivision for Centres 50,000+								
Logements écoulés selon le type de logements et la subdivision de recensement, les centres de 50 000 habitants et plus								
2016								
								
Province	Centre	"Census Subdivision
Subdivision de recensement"	"Singles
Individuels"	"Semis
Jumelés"	"Row
En bande"	"Apartment
and Other
Appartements
et autres"	Total	
N.B./N.-B.	Saint John	Simonds (P)	1	--	--	--	1	
N.B./N.-B.	Saint John	Saint John (CY)	33	10	1	104	148	
N.B./N.-B.	Saint John	Musquash (P)	--	--	--	--	--	
N.B./N.-B.	Saint John	Lepreau (P)	1	--	--	--	1	
N.B./N.-B.	Saint John	Petersville (P)	--	--	--	--	--	
N.B./N.-B.	Saint John	Upham (P)	4	--	--	--	4	
N.B./N.-B.	Saint John	Hampton (P)	13	--	--	--	13	
N.B./N.-B.	Saint John	Hampton (T)	4	2	--	--	6	
N.B./N.-B.	Saint John	Rothesay (P)	--	--	--	--	--	
N.B./N.-B.	Saint John	Westfield (P)	--	--	--	--	--	
N.B./N.-B.	Saint John	Kingston (P)	--	--	--	--	--	
N.B./N.-B.	Saint John	Grand Bay-Westfield (TV)	10	--	3	--	13	
N.B./N.-B.	Saint John	Greenwich (P)	--	--	--	--	--	
N.B./N.-B.	Saint John	Rothesay (TV)	25	--	4	33	62	
N.B./N.-B.	Saint John	Quispamsis (TV)	54	2	--	3	59	
N.B./N.-B.	Saint John	Total	145	14	8	140	307	
N.B./N.-B.	Fredericton	Gladstone (P)	1	--	--	--	1	
N.B./N.-B.	Fredericton	Lincoln (P)	43	2	--	--	45	
N.B./N.-B.	Fredericton	Maugerville (P)	1	--	--	--	1	
N.B./N.-B.	Fredericton	New Maryland (P)	11	--	--	--	11	
N.B./N.-B.	Fredericton	New Maryland (VL)	9	--	--	--	9	
N.B./N.-B.	Fredericton	Hanwell (RCR)	7	--	--	--	7	
N.B./N.-B.	Fredericton	Kingsclear (P)	7	--	--	--	7	
N.B./N.-B.	Fredericton	Bright (P)	15	--	--	--	15	
N.B./N.-B.	Fredericton	Douglas (P)	15	--	--	--	15	
N.B./N.-B.	Fredericton	Saint Marys (P)	13	--	--	--	13	
N.B./N.-B.	Fredericton	Fredericton (CY)	77	6	61	250	394	
N.B./N.-B.	Fredericton	Total	199	8	61	250	518	
N.B./N.-B.	Total	Total	613	191	132	901	1,837	
Que/Qc	Saguenay	Saguenay (V)	106	49	0	219	374	
Que/Qc	Saguenay	Saint-Félix-d'Otis (MÉ)	9	--	--	--	9	
Que/Qc	Saguenay	Sainte-Rose-du-Nord (PE)	--	--	--	--	--	
Que/Qc	Saguenay	Saint-Fulgence (MÉ)	12	2	--	--	14	
Que/Qc	Saguenay	Saint-Honoré (MÉ)	40	6	--	2	48	
Que/Qc	Saguenay	Saint-David-de-Falardeau (MÉ)	14	4	--	0	18	
Que/Qc	Saguenay	Saint-Charles-de-Bourget (MÉ)	--	--	--	--	--	
Que/Qc	Saguenay	Larouche (MÉ)	5	--	--	--	5	
Que/Qc	Saguenay	Total	186	61	0	221	468	
Que/Qc	Montréal	Lavaltrie (V)	24	--	2	4	30	
Que/Qc	Montréal	Richelieu (V)	5	--	--	32	37	
Que/Qc	Montréal	Saint-Mathias-sur-Richelieu (MÉ)	5	--	0	3	8	
Que/Qc	Montréal	Chambly (V)	77	58	8	227	370	
Que/Qc	Montréal	Carignan (V)	71	50	--	88	209	
Que/Qc	Montréal	Saint-Basile-le-Grand (V)	4	--	--	33	37	
Que/Qc	Montréal	McMasterville (MÉ)	--	5	--	--	5	
Que/Qc	Montréal	Otterburn Park (V)	8	--	--	10	18	
Que/Qc	Montréal	Mont-Saint-Hilaire (V)	19	2	4	14	39	
Que/Qc	Montréal	Beloeil (V)	28	--	11	48	87	
Que/Qc	Montréal	Saint-Mathieu-de-Beloeil (MÉ)	10	--	--	29	39	
Que/Qc	Montréal	Brossard (V)	45	40	2	448	535	
Que/Qc	Montréal	Saint-Lambert (V)	--	--	--	15	15	
Que/Qc	Montréal	Boucherville (V)	27	2	--	55	84	
Que/Qc	Montréal	Saint-Bruno-de-Montarville (V)	13	1	--	42	56	
Que/Qc	Montréal	Longueuil (V)	112	47	70	850	1,079	
Que/Qc	Montréal	Sainte-Julie (V)	6	--	--	73	79	
Que/Qc	Montréal	Saint-Amable (MÉ)	37	4	--	129	170	
Que/Qc	Montréal	Varennes (V)	10	31	--	57	98	
Que/Qc	Montréal	Verchères (MÉ)	5	--	--	--	5	
Que/Qc	Montréal	Charlemagne (V)	1	--	--	67	68	
Que/Qc	Montréal	Repentigny (V)	26	--	5	98	129	
Que/Qc	Montréal	Saint-Sulpice (PE)	2	--	2	2	6	
Que/Qc	Montréal	L'Assomption (V)	57	22	5	25	109	
Que/Qc	Montréal	L'Épiphanie (V)	5	--	--	11	16	
Que/Qc	Montréal	L'Épiphanie (PE)	8	1	9	--	18	
Que/Qc	Montréal	Terrebonne (V)	118	65	97	582	862	
Que/Qc	Montréal	Mascouche (V)	73	21	23	170	287	
Que/Qc	Montréal	Laval (V)	173	49	107	972	1,301	
Que/Qc	Montréal	Montréal-Est (V)	--	--	--	--	--	
Que/Qc	Montréal	Montréal (V)	93	57	189	5,791	6,130	
Que/Qc	Montréal	Westmount (V)	1	--	--	39	40	
Que/Qc	Montréal	Montréal-Ouest (V)	1	--	--	21	22	
Que/Qc	Montréal	Côte-Saint-Luc (V)	9	--	18	--	27	
Que/Qc	Montréal	Hampstead (V)	3	--	--	4	7	
Que/Qc	Montréal	Mont-Royal (V)	--	--	3	69	72	
Que/Qc	Montréal	Dorval (V)	7	--	--	6	13	
Que/Qc	Montréal	Île-Dorval (V)	--	--	--	--	--	
Que/Qc	Montréal	Pointe-Claire (V)	6	1	30	85	122	
Que/Qc	Montréal	Kirkland (V)	1	--	--	--	1	
Que/Qc	Montréal	Beaconsfield (V)	10	--	12	--	22	
Que/Qc	Montréal	Baie-d'Urfé (V)	4	--	--	1	5	
Que/Qc	Montréal	Sainte-Anne-de-Bellevue (V)	--	--	--	--	--	
Que/Qc	Montréal	Senneville (VL)	3	--	--	--	3	
Que/Qc	Montréal	Dollard-des-Ormeaux (V)	--	--	--	22	22	
Que/Qc	Montréal	Saint-Mathieu (MÉ)	16	4	--	1	21	
Que/Qc	Montréal	Saint-Philippe (MÉ)	11	84	22	30	147	
Que/Qc	Montréal	La Prairie (V)	27	16	38	93	174	
Que/Qc	Montréal	Candiac (V)	19	7	--	16	42	
Que/Qc	Montréal	Delson (V)	--	--	--	1	1	
Que/Qc	Montréal	Sainte-Catherine (V)	--	--	--	45	45	
Que/Qc	Montréal	Saint-Constant (V)	35	21	46	123	225	
Que/Qc	Montréal	Saint-Isidore (PE)	7	--	--	--	7	
Que/Qc	Montréal	Mercier (V)	30	14	23	12	79	
Que/Qc	Montréal	Châteauguay (V)	26	4	4	501	535	
Que/Qc	Montréal	Léry (V)	3	--	--	--	3	
Que/Qc	Montréal	Beauharnois (V)	19	34	--	93	146	
Que/Qc	Montréal	Saint-Zotique (MÉ)	34	3	0	33	70	
Que/Qc	Montréal	Les Coteaux (MÉ)	3	--	14	38	55	
Que/Qc	Montréal	Coteau-du-Lac (V)	17	6	1	0	24	
Que/Qc	Montréal	Les Cèdres (MÉ)	40	0	--	2	42	
Que/Qc	Montréal	Pointe-des-Cascades (VL)	13	--	11	--	24	
Que/Qc	Montréal	L'Île-Perrot (V)	7	--	3	2	12	
Que/Qc	Montréal	Notre-Dame-de-l'Île-Perrot (V)	21	--	25	10	56	
Que/Qc	Montréal	Pincourt (V)	2	--	19	--	21	
Que/Qc	Montréal	Terrasse-Vaudreuil (MÉ)	--	--	--	--	--	
Que/Qc	Montréal	Vaudreuil-Dorion (V)	77	8	78	196	359	
Que/Qc	Montréal	Vaudreuil-sur-le-Lac (VL)	1	--	--	4	5	
Que/Qc	Montréal	L'Île-Cadieux (V)	2	--	--	--	2	
Que/Qc	Montréal	Hudson (V)	13	4	--	24	41	
Que/Qc	Montréal	Saint-Lazare (V)	62	16	23	16	117	
Que/Qc	Montréal	Saint-Eustache (V)	22	2	25	50	99	
Que/Qc	Montréal	Deux-Montagnes (V)	7	2	--	16	25	
Que/Qc	Montréal	Sainte-Marthe-sur-le-Lac (V)	84	28	--	60	172	
Que/Qc	Montréal	Pointe-Calumet (MÉ)	18	--	--	2	20	
Que/Qc	Montréal	Saint-Joseph-du-Lac (MÉ)	23	--	1	23	47	
Que/Qc	Montréal	Oka (MÉ)	10	--	--	--	10	
Que/Qc	Montréal	Saint-Placide (MÉ)	2	--	--	--	2	
Que/Qc	Montréal	Boisbriand (V)	5	--	24	41	70	
Que/Qc	Montréal	Sainte-Thérèse (V)	2	2	1	120	125	
Que/Qc	Montréal	Blainville (V)	95	10	20	563	688	
Que/Qc	Montréal	Rosemère (V)	9	--	4	4	17	
Que/Qc	Montréal	Lorraine (V)	7	--	--	69	76	
Que/Qc	Montréal	Bois-des-Filion (V)	5	3	--	13	21	
Que/Qc	Montréal	Sainte-Anne-des-Plaines (V)	9	4	--	38	51	
Que/Qc	Montréal	Mirabel (V)	299	24	90	585	998	
Que/Qc	Montréal	Saint-Colomban (V)	100	--	--	10	110	
Que/Qc	Montréal	Saint-Jérôme (V)	135	45	20	464	664	
Que/Qc	Montréal	Gore (CT)	32	--	--	--	32	
Que/Qc	Montréal	Total	2,456	797	1,089	13,420	17,762	
Que/Qc	Gatineau	Mayo (MÉ)	4	--	--	--	4	
Que/Qc	Gatineau	Val-des-Bois (MÉ)	--	--	--	--	--	
Que/Qc	Gatineau	Bowman (MÉ)	2	--	--	--	2	
Que/Qc	Gatineau	Gatineau (V)	140	255	115	861	1,371	
Que/Qc	Gatineau	L'Ange-Gardien (MÉ)	25	--	--	--	25	
Que/Qc	Gatineau	Notre-Dame-de-la-Salette (MÉ)	2	1	--	--	3	
Que/Qc	Gatineau	Val-des-Monts (MÉ)	65	9	--	1	75	
Que/Qc	Gatineau	Cantley (MÉ)	43	--	--	4	47	
Que/Qc	Gatineau	Chelsea (MÉ)	26	--	--	--	26	
Que/Qc	Gatineau	Pontiac (MÉ)	10	--	--	--	10	
Que/Qc	Gatineau	La Pêche (MÉ)	35	--	--	--	35	
Que/Qc	Gatineau	Denholm (MÉ)	--	--	--	--	--	
Que/Qc	Gatineau	Total	352	265	115	866	1,598	
Que/Qc	Québec	Saint-Henri (MÉ)	8	2	8	0	18	
Que/Qc	Québec	Beaumont (MÉ)	1	2	1	--	4	
Que/Qc	Québec	Saint-François-de-l'Île-d'Orléans (MÉ)	3	--	--	--	3	
Que/Qc	Québec	Sainte-Famille (PE)	5	--	--	1	6	
Que/Qc	Québec	Saint-Jean-de-l'Île-d'Orléans (MÉ)	2	--	--	--	2	
Que/Qc	Québec	Saint-Laurent-de-l'Île-d'Orléans (MÉ)	7	--	--	1	8	
Que/Qc	Québec	Saint-Pierre-de-l'Île-d'Orléans (MÉ)	1	--	--	--	1	
Que/Qc	Québec	Sainte-Pétronille (VL)	3	--	--	--	3	
Que/Qc	Québec	Château-Richer (V)	13	--	1	--	14	
Que/Qc	Québec	L'Ange-Gardien (MÉ)	16	--	9	5	30	
Que/Qc	Québec	Boischatel (MÉ)	49	4	--	4	57	
Que/Qc	Québec	Sainte-Catherine-de-la-Jacques-Cartier (V)	29	10	--	4	43	
Que/Qc	Québec	Fossambault-sur-le-Lac (V)	30	1	--	--	31	
Que/Qc	Québec	Lac-Saint-Joseph (V)	4	--	--	--	4	
Que/Qc	Québec	Shannon (MÉ)	52	6	10	4	72	
Que/Qc	Québec	Saint-Gabriel-de-Valcartier (MÉ)	12	--	--	5	17	
Que/Qc	Québec	Lac-Delage (V)	2	6	--	--	8	
Que/Qc	Québec	Stoneham-et-Tewkesbury (CU)	88	21	8	2	119	
Que/Qc	Québec	Lac-Beauport (MÉ)	42	2	--	24	68	
Que/Qc	Québec	Sainte-Brigitte-de-Laval (MÉ)	38	18	--	3	59	
Que/Qc	Québec	Notre-Dame-des-Anges (PE)	--	--	--	--	--	
Que/Qc	Québec	Québec (V)	207	277	61	1,909	2,454	
Que/Qc	Québec	L'Ancienne-Lorette (V)	3	4	15	26	48	
Que/Qc	Québec	Saint-Augustin-de-Desmaures (V)	14	--	--	265	279	
Que/Qc	Québec	Lévis (V)	195	71	43	512	821	
Que/Qc	Québec	Saint-Lambert-de-Lauzon (MÉ)	16	1	--	--	17	
Que/Qc	Québec	Neuville (V)	21	3	--	--	24	
Que/Qc	Québec	Total	861	428	156	2,765	4,210	
Que/Qc	Sherbrooke	Ascot Corner (MÉ)	13	--	--	2	15	
Que/Qc	Sherbrooke	Stoke (MÉ)	12	--	--	--	12	
Que/Qc	Sherbrooke	Saint-Denis-de-Brompton (MÉ)	27	--	--	10	37	
Que/Qc	Sherbrooke	Val-Joli (MÉ)	6	--	--	--	6	
Que/Qc	Sherbrooke	Sherbrooke (V)	126	156	102	295	679	
Que/Qc	Sherbrooke	Compton (MÉ)	8	2	--	--	10	
Que/Qc	Sherbrooke	Waterville (V)	8	--	--	--	8	
Que/Qc	Sherbrooke	North Hatley (VL)	1	--	--	--	1	
Que/Qc	Sherbrooke	Hatley (CT)	19	--	--	0	19	
Que/Qc	Sherbrooke	Magog (V)	23	25	6	101	155	
Que/Qc	Sherbrooke	Orford (CT)	35	9	--	--	44	
Que/Qc	Sherbrooke	Total	278	192	108	408	986	
Que/Qc	Trois-Rivières	Trois-Rivières (V)	116	72	8	267	463	
Que/Qc	Trois-Rivières	Champlain (MÉ)	10	--	--	--	10	
Que/Qc	Trois-Rivières	Saint-Luc-de-Vincennes (MÉ)	--	--	--	--	--	
Que/Qc	Trois-Rivières	Saint-Maurice (PE)	13	--	--	4	17	
Que/Qc	Trois-Rivières	Bécancour (V)	45	8	--	15	68	
Que/Qc	Trois-Rivières	Yamachiche (MÉ)	5	--	--	--	5	
Que/Qc	Trois-Rivières	Total	189	80	8	286	563	
Que/Qc	Drummondville	Saint-Lucien (MÉ)	7	--	--	--	7	
Que/Qc	Drummondville	Wickham (MÉ)	5	1	--	--	6	
Que/Qc	Drummondville	Saint-Germain-de-Grantham (MÉ)	5	--	--	--	5	
Que/Qc	Drummondville	Drummondville (V)	194	29	--	115	338	
Que/Qc	Drummondville	Saint-Cyrille-de-Wendover (MÉ)	11	10	--	3	24	
Que/Qc	Drummondville	Notre-Dame-du-Bon-Conseil (VL)	13	--	--	--	13	
Que/Qc	Drummondville	Notre-Dame-du-Bon-Conseil (PE)	--	--	--	--	--	
Que/Qc	Drummondville	Saint-Majorique-de-Grantham (PE)	1	--	--	--	1	
Que/Qc	Drummondville	Total	236	40	--	118	394	
Que/Qc	Granby	Bromont (V)	45	5	10	45	105	
Que/Qc	Granby	Saint-Alphonse-de-Granby (MÉ)	4	--	--	0	4	
Que/Qc	Granby	Granby (V)	59	87	25	187	358	
Que/Qc	Granby	Saint-Paul-d'Abbotsford (MÉ)	0	--	--	0	0	
Que/Qc	Granby	Total	108	92	35	232	467	
Que/Qc	Rimouski	Saint-Narcisse-de-Rimouski (PE)	3	--	--	--	3	
Que/Qc	Rimouski	Saint-Anaclet-de-Lessard (PE)	--	--	--	--	--	
Que/Qc	Rimouski	Rimouski (V)	57	43	--	77	177	
Que/Qc	Rimouski	Total	60	43	--	77	180	
Que/Qc	Saint-Hyacinthe	Saint-Hyacinthe (V)	29	14	9	162	214	
Que/Qc	Saint-Hyacinthe	Saint-Dominique (MÉ)	3	1	--	--	4	
Que/Qc	Saint-Hyacinthe	Saint-Simon (MÉ)	1	--	--	--	1	
Que/Qc	Saint-Hyacinthe	Total	33	15	9	162	219	
Que/Qc	Saint-Jean-sur-Richelieu	Saint-Jean-sur-Richelieu (V)	122	7	20	144	293	
Que/Qc	Saint-Jean-sur-Richelieu	Total	122	7	20	144	293	
Que/Qc	Shawinigan	Saint-Roch-de-Mékinac (PE)	4	--	--	--	4	
Que/Qc	Shawinigan	Shawinigan (V)	41	5	--	39	85	
Que/Qc	Shawinigan	Saint-Boniface (MÉ)	21	--	--	12	33	
Que/Qc	Shawinigan	Total	66	5	--	51	122	
Que/Qc	Total	Total	4,947	2,025	1,540	18,750	27,262	
Ont./Ont.	Barrie	Springwater (TP)	263	--	--	6	269	
Ont./Ont.	Barrie	Innisfil (T)	274	--	33	--	307	
Ont./Ont.	Barrie	Barrie (CY)	100	12	74	212	398	
Ont./Ont.	Barrie	Total	637	12	107	218	974	
Ont./Ont.	Brantford	Brant (CY)	109	11	34	--	154	
Ont./Ont.	Brantford	Brantford (CY)	148	4	110	7	269	
Ont./Ont.	Brantford	Total	257	15	144	7	423	
Ont./Ont.	Guelph	Puslinch (TP)	34	--	--	--	34	
Ont./Ont.	Guelph	Guelph (CY)	142	22	316	314	794	
Ont./Ont.	Guelph	Guelph/Eramosa (TP)	60	--	31	--	91	
Ont./Ont.	Guelph	Total	236	22	347	314	919	
Ont./Ont.	Hamilton	Burlington (CY)	64	4	22	188	278	
Ont./Ont.	Hamilton	Hamilton (C)	742	59	553	263	1,617	
Ont./Ont.	Hamilton	Grimsby (T)	41	1	0	--	42	
Ont./Ont.	Hamilton	Total	847	64	575	451	1,937	
Ont./Ont.	Kingston	Frontenac Islands (TP)	4	--	--	--	4	
Ont./Ont.	Kingston	Kingston (CY)	184	7	42	235	468	
Ont./Ont.	Kingston	South Frontenac (TP)	53	--	--	--	53	
Ont./Ont.	Kingston	Loyalist (TP)	46	3	26	1	76	
Ont./Ont.	Kingston	Total	287	10	68	236	601	
Ont./Ont.	Kitchener-Cambridge-Waterloo	North Dumfries (TP)	12	--	7	--	19	
Ont./Ont.	Kitchener-Cambridge-Waterloo	Cambridge (CY)	126	2	105	222	455	
Ont./Ont.	Kitchener-Cambridge-Waterloo	Kitchener (CY)	649	10	400	1,085	2,144	
Ont./Ont.	Kitchener-Cambridge-Waterloo	Waterloo (CY)	212	12	43	1,457	1,724	
Ont./Ont.	Kitchener-Cambridge-Waterloo	Woolwich (TP)	40	24	13	--	77	
Ont./Ont.	Kitchener-Cambridge-Waterloo	Total	1,039	48	568	2,764	4,419	
Ont./Ont.	London	Central Elgin (MU)	33	--	--	--	33	
Ont./Ont.	London	St. Thomas (CY)	133	7	35	4	179	
Ont./Ont.	London	Southwold (TP)	6	--	--	--	6	
Ont./Ont.	London	Strathroy-Caradoc (TP)	98	4	28	--	130	
Ont./Ont.	London	Thames Centre (MU)	45	8	--	--	53	
Ont./Ont.	London	Middlesex Centre (TP)	78	--	8	--	86	
Ont./Ont.	London	London (CY)	881	2	416	1,138	2,437	
Ont./Ont.	London	Adelaide Metcalfe (TP)	10	--	--	--	10	
Ont./Ont.	London	Total	1,284	21	487	1,142	2,934	
Ont./Ont.	St. Catharines-Niagara	Fort Erie (T)	88	6	4	--	98	
Ont./Ont.	St. Catharines-Niagara	Port Colborne (CY)	5	--	--	--	5	
Ont./Ont.	St. Catharines-Niagara	Wainfleet (TP)	15	--	--	--	15	
Ont./Ont.	St. Catharines-Niagara	Pelham (T)	87	--	30	--	117	
Ont./Ont.	St. Catharines-Niagara	Welland (CY)	100	8	67	--	175	
Ont./Ont.	St. Catharines-Niagara	Thorold (CY)	26	8	27	35	96	
Ont./Ont.	St. Catharines-Niagara	Niagara Falls (CY)	448	6	53	--	507	
Ont./Ont.	St. Catharines-Niagara	Niagara-on-the-Lake (T)	149	40	83	--	272	
Ont./Ont.	St. Catharines-Niagara	St. Catharines (CY)	76	35	72	140	323	
Ont./Ont.	St. Catharines-Niagara	Lincoln (T)	56	1	40	--	97	
Ont./Ont.	St. Catharines-Niagara	Total	1,050	104	376	175	1,705	
Ont./Ont.	Oshawa	Whitby (T)	175	--	153	--	328	
Ont./Ont.	Oshawa	Oshawa (CY)	544	22	124	219	909	
Ont./Ont.	Oshawa	Clarington (MU)	476	4	168	--	648	
Ont./Ont.	Oshawa	Total	1,195	26	445	219	1,885	
Ont./Ont.	Ottawa	Clarence-Rockland (CY)	78	--	6	20	104	
Ont./Ont.	Ottawa	Russell (TP)	81	28	24	3	136	
Ont./Ont.	Ottawa	Ottawa (CY)	1,868	155	1,503	1,312	4,838	
Ont./Ont.	Ottawa	Total	2,027	183	1,533	1,335	5,078	
Ont./Ont.	Peterborough	Otonabee-South Monaghan (TP)	35	2	--	--	37	
Ont./Ont.	Peterborough	Cavan-Monaghan (TP)	9	--	--	--	9	
Ont./Ont.	Peterborough	Peterborough (CY)	170	--	55	0	225	
Ont./Ont.	Peterborough	Selwyn (TP)	52	--	--	--	52	
Ont./Ont.	Peterborough	Douro-Dummer (TP)	13	--	--	--	13	
Ont./Ont.	Peterborough	Total	279	2	55	0	336	
Ont./Ont.	Greater Sudbury/Grand Sudbury	Greater Sudbury (CV)	157	27	33	132	349	
Ont./Ont.	Greater Sudbury/Grand Sudbury	Total	157	27	33	132	349	
Ont./Ont.	Thunder Bay	Neebing (MU)	4	--	--	--	4	
Ont./Ont.	Thunder Bay	Thunder Bay (CY)	112	14	6	54	186	
Ont./Ont.	Thunder Bay	Oliver Paipoonge (MU)	18	--	8	--	26	
Ont./Ont.	Thunder Bay	Gillies (TP)	3	--	--	--	3	
Ont./Ont.	Thunder Bay	O'Connor (TP)	5	--	--	--	5	
Ont./Ont.	Thunder Bay	Conmee (TP)	3	1	--	--	4	
Ont./Ont.	Thunder Bay	Shuniah (MU)	11	--	--	--	11	
Ont./Ont.	Thunder Bay	Total	156	15	14	54	239	
Ont./Ont.	Toronto	Pickering (CY)	150	8	24	--	182	
Ont./Ont.	Toronto	Ajax (T)	151	4	67	--	222	
Ont./Ont.	Toronto	Uxbridge (TP)	47	6	13	--	66	
Ont./Ont.	Toronto	Vaughan (CY)	825	54	357	857	2,093	
Ont./Ont.	Toronto	Markham (CY)	199	32	133	1,517	1,881	
Ont./Ont.	Toronto	Richmond Hill (T)	238	4	313	780	1,335	
Ont./Ont.	Toronto	Whitchurch-Stouffville (T)	79	--	252	54	385	
Ont./Ont.	Toronto	Aurora (T)	481	18	181	118	798	
Ont./Ont.	Toronto	Newmarket (T)	300	54	29	16	399	
Ont./Ont.	Toronto	King (TP)	294	2	46	7	349	
Ont./Ont.	Toronto	East Gwillimbury (T)	189	--	--	--	189	
Ont./Ont.	Toronto	Georgina (T)	333	2	14	--	349	
Ont./Ont.	Toronto	Toronto (C)	1,223	95	249	15,062	16,629	
Ont./Ont.	Toronto	Mississauga (CY)	160	66	245	266	737	
Ont./Ont.	Toronto	Brampton (CY)	2,116	434	1,270	412	4,232	
Ont./Ont.	Toronto	Caledon (T)	503	90	62	--	655	
Ont./Ont.	Toronto	Mono (T)	119	--	--	1	120	
Ont./Ont.	Toronto	Orangeville (T)	24	--	47	--	71	
Ont./Ont.	Toronto	Oakville (T)	513	2	413	840	1,768	
Ont./Ont.	Toronto	Milton (T)	477	18	218	342	1,055	
Ont./Ont.	Toronto	Halton Hills (T)	226	--	65	--	291	
