Units Absorbed by Dwelling Type and Census Subdivision for Centres 50,000+								
Logements écoulés selon le type de logements et la subdivision de recensement, les centres de 50 000 habitants et plus								
2008								
								
Province	Centre	"Census Subdivision
Subdivision de recensement"	"Singles
Individuels"	"Semis
Jumelés"	"Row
En bande"	"Apartment
and Other
Appartements
et autres"	Total	
Que/Qc	Montréal	Saint-Placide (MÉ)	7	--	--	2	9	
Que/Qc	Montréal	Boisbriand (V)	12	--	6	13	31	
Que/Qc	Montréal	Sainte-Thérèse (V)	4	--	--	345	349	
Que/Qc	Montréal	Blainville (V)	255	4	--	164	423	
Que/Qc	Montréal	Rosemère (V)	20	--	--	0	20	
Que/Qc	Montréal	Lorraine (V)	8	--	--	--	8	
Que/Qc	Montréal	Bois-des-Filion (V)	30	--	11	61	102	
Que/Qc	Montréal	Sainte-Anne-des-Plaines (V)	51	--	--	12	63	
Que/Qc	Montréal	Mirabel (V)	286	--	--	279	565	
Que/Qc	Montréal	Saint-Colomban (PE)	213	--	4	20	237	
Que/Qc	Montréal	Saint-Jérôme (V)	281	35	--	329	645	
Que/Qc	Montréal	Gore (CT)	35	--	--	--	35	
Que/Qc	Montréal	Total	7,294	1,002	1,179	12,740	22,215	
Que/Qc	Gatineau	Gatineau (V)	725	548	200	1,207	2,680	
Que/Qc	Gatineau	L'Ange-Gardien (MÉ)	53	--	--	2	55	
Que/Qc	Gatineau	Val-des-Monts (MÉ)	101	6	--	14	121	
Que/Qc	Gatineau	Cantley (MÉ)	108	--	--	2	110	
Que/Qc	Gatineau	Chelsea (MÉ)	23	--	--	--	23	
Que/Qc	Gatineau	Pontiac (MÉ)	30	--	--	--	30	
Que/Qc	Gatineau	La Pêche (MÉ)	48	--	--	2	50	
Que/Qc	Gatineau	Denholm (MÉ)	1	--	--	--	1	
Que/Qc	Gatineau	Total	1,089	554	200	1,227	3,070	
Que/Qc	Québec	Saint-Henri (MÉ)	39	17	--	10	66	
Que/Qc	Québec	Beaumont (MÉ)	3	--	--	--	3	
Que/Qc	Québec	Saint-François-de-l'Île-d'Orléans (MÉ)	1	--	--	--	1	
Que/Qc	Québec	Sainte-Famille (PE)	3	--	--	--	3	
Que/Qc	Québec	Saint-Jean-de-l'Île-d'Orléans (MÉ)	1	--	--	--	1	
Que/Qc	Québec	Saint-Laurent-de-l'Île-d'Orléans (MÉ)	4	--	--	--	4	
Que/Qc	Québec	Saint-Pierre-de-l'Île-d'Orléans (MÉ)	3	--	--	1	4	
Que/Qc	Québec	Sainte-Pétronille (VL)	1	--	--	--	1	
Que/Qc	Québec	Château-Richer (V)	38	9	--	4	51	
Que/Qc	Québec	L'Ange-Gardien (PE)	30	8	--	30	68	
Que/Qc	Québec	Boischatel (MÉ)	67	--	--	--	67	
Que/Qc	Québec	Sainte-Catherine-de-la-Jacques-Cartier (V)	96	--	--	55	151	
Que/Qc	Québec	Fossambault-sur-le-Lac (V)	26	--	--	--	26	
Que/Qc	Québec	Lac-Saint-Joseph (V)	--	--	--	--	--	
Que/Qc	Québec	Shannon (MÉ)	72	2	--	6	80	
Que/Qc	Québec	Saint-Gabriel-de-Valcartier (MÉ)	46	--	--	5	51	
Que/Qc	Québec	Lac-Delage (V)	3	--	--	--	3	
Que/Qc	Québec	Stoneham-et-Tewkesbury (CU)	112	3	--	13	128	
Que/Qc	Québec	Lac-Beauport (MÉ)	41	--	--	--	41	
Que/Qc	Québec	Sainte-Brigitte-de-Laval (MÉ)	75	43	--	6	124	
Que/Qc	Québec	Notre-Dame-des-Anges (PE)	--	--	--	--	--	
Que/Qc	Québec	Québec (V)	793	220	62	1,999	3,074	
Que/Qc	Québec	L'Ancienne-Lorette (V)	1	--	5	41	47	
Que/Qc	Québec	Saint-Augustin-de-Desmaures (V)	64	17	14	--	95	
Que/Qc	Québec	Lévis (V)	367	112	121	255	855	
Que/Qc	Québec	Saint-Lambert-de-Lauzon (PE)	67	6	--	--	73	
Que/Qc	Québec	Total	1,953	437	202	2,425	5,017	
Que/Qc	Sherbrooke	Ascot Corner (MÉ)	10	--	--	5	15	
Que/Qc	Sherbrooke	Stoke (MÉ)	3	--	--	--	3	
Que/Qc	Sherbrooke	Saint-Denis-de-Brompton (PE)	31	--	--	--	31	
Que/Qc	Sherbrooke	Sherbrooke (V)	483	32	30	394	939	
Que/Qc	Sherbrooke	Compton (MÉ)	12	--	--	--	12	
Que/Qc	Sherbrooke	Waterville (V)	--	--	--	--	--	
Que/Qc	Sherbrooke	North Hatley (VL)	2	--	--	--	2	
Que/Qc	Sherbrooke	Hatley (CT)	19	--	--	--	19	
Que/Qc	Sherbrooke	Magog (V)	80	18	3	127	228	
Que/Qc	Sherbrooke	Total	640	50	33	526	1,249	
Que/Qc	Trois-Rivières	Trois-Rivières (V)	281	108	26	430	845	
Que/Qc	Trois-Rivières	Champlain (MÉ)	3	--	--	--	3	
Que/Qc	Trois-Rivières	Saint-Maurice (PE)	35	2	4	3	44	
Que/Qc	Trois-Rivières	Bécancour (V)	67	4	25	53	149	
Que/Qc	Trois-Rivières	Total	386	114	55	486	1,041	
Que/Qc	Drummondville	Saint-Lucien (PE)	10	--	--	--	10	
Que/Qc	Drummondville	Saint-Germain-de-Grantham (MÉ)	30	--	--	6	36	
Que/Qc	Drummondville	Drummondville (V)	285	36	--	285	606	
Que/Qc	Drummondville	Saint-Cyrille-de-Wendover (MÉ)	--	--	--	--	--	
Que/Qc	Drummondville	Saint-Majorique-de-Grantham (PE)	2	0	--	2	4	
Que/Qc	Drummondville	Total	327	36	--	293	656	
Que/Qc	Granby	Bromont (V)	101	32	--	59	192	
Que/Qc	Granby	Saint-Alphonse (PE)	13	2	--	--	15	
Que/Qc	Granby	Granby (V)	150	50	20	199	419	
Que/Qc	Granby	Granby (CT)	23	--	--	--	23	
Que/Qc	Granby	Total	287	84	20	258	649	
Que/Qc	Saint-Hyacinthe	La Présentation (PE)	8	6	--	25	39	
Que/Qc	Saint-Hyacinthe	Saint-Hyacinthe (V)	103	32	31	106	272	
Que/Qc	Saint-Hyacinthe	Saint-Simon (PE)	--	--	--	--	--	
Que/Qc	Saint-Hyacinthe	Saint-Barnabé-Sud (MÉ)	1	--	--	--	1	
Que/Qc	Saint-Hyacinthe	Total	112	38	31	131	312	
Que/Qc	Saint-Jean-sur-Richelieu	Saint-Jean-sur-Richelieu (V)	265	16	21	231	533	
Que/Qc	Saint-Jean-sur-Richelieu	Total	265	16	21	231	533	
Que/Qc	Shawinigan	Grandes-Piles (VL)	5	--	--	--	5	
Que/Qc	Shawinigan	Shawinigan (V)	79	--	--	35	114	
Que/Qc	Shawinigan	Saint-Boniface (MÉ)	36	--	--	13	49	
Que/Qc	Shawinigan	Total	120	--	--	48	168	
Que/Qc	Total	Total	12,864	2,336	1,759	18,592	35,551	
Ont./Ont.	Barrie	Springwater (TP)	93	--	--	--	93	
Ont./Ont.	Barrie	Innisfil (T)	260	--	40	--	300	
Ont./Ont.	Barrie	Barrie (CY)	519	17	81	70	687	
Ont./Ont.	Barrie	Total	872	17	121	70	1,080	
Ont./Ont.	Brantford	Brant (CY)	151	--	5	--	156	
Ont./Ont.	Brantford	Brantford (CY)	294	14	94	2	404	
Ont./Ont.	Brantford	Total	445	14	99	2	560	
Ont./Ont.	Guelph	Guelph (CY)	429	42	157	83	711	
Ont./Ont.	Guelph	Guelph/Eramosa (TP)	55	5	6	--	66	
Ont./Ont.	Guelph	Total	484	47	163	83	777	
Ont./Ont.	Hamilton	Burlington (CY)	513	92	246	64	915	
Ont./Ont.	Hamilton	Hamilton (CY)	1,117	30	485	23	1,655	
Ont./Ont.	Hamilton	Grimsby (T)	132	--	57	--	189	
Ont./Ont.	Hamilton	Total	1,762	122	788	87	2,759	
Ont./Ont.	Kingston	Frontenac Islands (TP)	9	--	--	--	9	
Ont./Ont.	Kingston	Kingston (CY)	422	27	78	72	599	
Ont./Ont.	Kingston	South Frontenac (TP)	79	--	--	--	79	
Ont./Ont.	Kingston	Loyalist (TP)	64	2	9	--	75	
Ont./Ont.	Kingston	Total	574	29	87	72	762	
Ont./Ont.	Kitchener	North Dumfries (TP)	24	--	--	--	24	
Ont./Ont.	Kitchener	Cambridge (CY)	40	1	85	23	149	
Ont./Ont.	Kitchener	Kitchener (CY)	747	121	377	242	1,487	
Ont./Ont.	Kitchener	Waterloo (CY)	255	8	72	196	531	
Ont./Ont.	Kitchener	Woolwich (TP)	190	30	20	--	240	
Ont./Ont.	Kitchener	Total	1,256	160	554	461	2,431	
Ont./Ont.	London	Central Elgin (MU)	46	--	--	2	48	
Ont./Ont.	London	St. Thomas (CY)	204	20	--	8	232	
Ont./Ont.	London	Southwold (TP)	12	--	--	--	12	
Ont./Ont.	London	Strathroy-Caradoc (TP)	99	--	--	28	127	
Ont./Ont.	London	Thames Centre (MU)	35	--	5	--	40	
Ont./Ont.	London	Middlesex Centre (TP)	98	--	9	8	115	
Ont./Ont.	London	London (CY)	1,165	1	292	814	2,272	
Ont./Ont.	London	Adelaide Metcalfe (TP)	8	--	--	--	8	
Ont./Ont.	London	Total	1,667	21	306	860	2,854	
Ont./Ont.	St. Catharines-Niagara	Fort Erie (T)	101	9	12	--	122	
Ont./Ont.	St. Catharines-Niagara	Port Colborne (CY)	19	--	--	--	19	
Ont./Ont.	St. Catharines-Niagara	Wainfleet (TP)	8	--	--	--	8	
Ont./Ont.	St. Catharines-Niagara	Pelham (T)	70	1	12	--	83	
Ont./Ont.	St. Catharines-Niagara	Welland (CY)	81	11	--	--	92	
Ont./Ont.	St. Catharines-Niagara	Thorold (CY)	24	4	--	--	28	
Ont./Ont.	St. Catharines-Niagara	Niagara Falls (CY)	147	35	24	18	224	
Ont./Ont.	St. Catharines-Niagara	Niagara-on-the-Lake (T)	94	1	37	5	137	
Ont./Ont.	St. Catharines-Niagara	St. Catharines (CY)	88	12	82	--	182	
Ont./Ont.	St. Catharines-Niagara	Lincoln (T)	65	4	--	--	69	
Ont./Ont.	St. Catharines-Niagara	Total	697	77	167	23	964	
Ont./Ont.	Oshawa	Whitby (T)	593	6	231	1	831	
Ont./Ont.	Oshawa	Oshawa (CY)	726	2	63	6	797	
Ont./Ont.	Oshawa	Clarington (MU)	467	3	106	138	714	
Ont./Ont.	Oshawa	Total	1,786	11	400	145	2,342	
Ont./Ont.	Ottawa	Clarence-Rockland (CY)	131	4	16	3	154	
Ont./Ont.	Ottawa	Russell (TP)	104	4	--	22	130	
Ont./Ont.	Ottawa	Ottawa (CY)	2,695	240	2,010	1,229	6,174	
Ont./Ont.	Ottawa	Total	2,930	248	2,026	1,254	6,458	
Ont./Ont.	Peterborough	Otonabee-South Monaghan (TP)	16	--	--	--	16	
Ont./Ont.	Peterborough	Cavan-Millbrook-North Monaghan (TP)	7	--	--	--	7	
Ont./Ont.	Peterborough	Peterborough (CY)	206	--	64	--	270	
Ont./Ont.	Peterborough	Smith-Ennismore-Lakefield (TP)	63	--	--	--	63	
Ont./Ont.	Peterborough	Douro-Dummer (TP)	19	--	--	--	19	
Ont./Ont.	Peterborough	Total	311	--	64	--	375	
Ont./Ont.	Greater Sudbury	Greater Sudbury (CY)	488	27	8	36	559	
Ont./Ont.	Greater Sudbury	Total	488	27	8	36	559	
Ont./Ont.	Thunder Bay	Neebing (MU)	3	--	--	--	3	
Ont./Ont.	Thunder Bay	Thunder Bay (CY)	150	6	10	31	197	
Ont./Ont.	Thunder Bay	Oliver Paipoonge (MU)	14	--	2	--	16	
Ont./Ont.	Thunder Bay	Gillies (TP)	2	--	--	--	2	
Ont./Ont.	Thunder Bay	O'Connor (TP)	1	--	--	--	1	
Ont./Ont.	Thunder Bay	Conmee (TP)	--	--	--	--	--	
Ont./Ont.	Thunder Bay	Shuniah (TP)	16	--	--	--	16	
Ont./Ont.	Thunder Bay	Total	186	6	12	31	235	
Ont./Ont.	Toronto	Pickering (CY)	107	--	56	--	163	
Ont./Ont.	Toronto	Ajax (T)	582	157	319	--	1,058	
Ont./Ont.	Toronto	Uxbridge (TP)	163	1	55	--	219	
Ont./Ont.	Toronto	Vaughan (CY)	1,731	297	449	479	2,956	
Ont./Ont.	Toronto	Markham (T)	1,481	296	366	852	2,995	
Ont./Ont.	Toronto	Richmond Hill (T)	520	26	153	205	904	
Ont./Ont.	Toronto	Whitchurch-Stouffville (T)	688	93	100	--	881	
Ont./Ont.	Toronto	Aurora (T)	358	--	76	--	434	
Ont./Ont.	Toronto	Newmarket (T)	327	22	150	71	570	
Ont./Ont.	Toronto	King (TP)	23	--	--	--	23	
Ont./Ont.	Toronto	East Gwillimbury (T)	17	--	59	--	76	
Ont./Ont.	Toronto	Georgina (T)	190	--	--	--	190	
Ont./Ont.	Toronto	Toronto (CY)	1,033	163	925	10,757	12,878	
Ont./Ont.	Toronto	Mississauga (CY)	1,016	217	389	1,383	3,005	
Ont./Ont.	Toronto	Brampton (CY)	2,283	579	508	501	3,871	
Ont./Ont.	Toronto	Caledon (T)	62	15	10	--	87	
Ont./Ont.	Toronto	Mono (T)	65	--	--	--	65	
Ont./Ont.	Toronto	Orangeville (T)	77	--	1	--	78	
Ont./Ont.	Toronto	Oakville (T)	975	33	351	276	1,635	
Ont./Ont.	Toronto	Milton (T)	1,361	304	727	160	2,552	
Ont./Ont.	Toronto	Halton Hills (T)	161	2	110	--	273	
Ont./Ont.	Toronto	New Tecumseth (TP)	217	12	13	42	284	
Ont./Ont.	Toronto	Bradford West Gwillimbury (T)	244	6	--	--	250	
Ont./Ont.	Toronto	Total	13,681	2,223	4,817	14,726	35,447	
Ont./Ont.	Windsor	Amherstburg (T)	25	13	4	--	42	
Ont./Ont.	Windsor	LaSalle (T)	60	4	2	--	66	
Ont./Ont.	Windsor	Windsor (CY)	145	10	17	125	297	
Ont./Ont.	Windsor	Tecumseh (T)	18	1	--	--	19	
Ont./Ont.	Windsor	Lakeshore (T)	110	2	15	--	127	
Ont./Ont.	Windsor	Total	358	30	38	125	551	
Ont./Ont.	Belleville	Belleville (CY)	124	6	26	10	166	
Ont./Ont.	Belleville	Quinte West (CY)	156	--	--	--	156	
Ont./Ont.	Belleville	Total	280	6	26	10	322	
Ont./Ont.	Chatham-Kent	Chatham-Kent (MU)	145	10	8	--	163	
Ont./Ont.	Chatham-Kent	Total	145	10	8	--	163	
Ont./Ont.	Cornwall	South Stormont (TP)	54	--	1	--	55	
Ont./Ont.	Cornwall	Cornwall (CY)	43	11	9	--	63	
Ont./Ont.	Cornwall	Total	97	11	10	--	118	
Ont./Ont.	Kawartha Lakes	Kawartha Lakes (CY)	347	9	16	--	372	
Ont./Ont.	Kawartha Lakes	Total	347	9	16	--	372	
Ont./Ont.	Norfolk	Norfolk County (CY)	236	19	34	--	289	
Ont./Ont.	Norfolk	Total	236	19	34	--	289	
Ont./Ont.	North Bay	Bonfield (TP)	4	--	--	--	4	
Ont./Ont.	North Bay	East Ferris (TP)	21	--	--	--	21	
Ont./Ont.	North Bay	North Bay (CY)	85	--	--	88	173	
Ont./Ont.	North Bay	Callander (MU)	21	--	--	--	21	
Ont./Ont.	North Bay	Total	131	--	--	88	219	
Ont./Ont.	Sarnia	St. Clair (TP)	47	--	11	--	58	
Ont./Ont.	Sarnia	Sarnia (CY)	217	--	10	11	238	
Ont./Ont.	Sarnia	Point Edward (VL)	4	--	--	--	4	
