Units Absorbed by Dwelling Type and Census Subdivision for Centres 50,000+								
Logements écoulés selon le type de logements et la subdivision de recensement, les centres de 50 000 habitants et plus								
2011								
								
Province	Centre	"Census Subdivision
Subdivision de recensement"	"Singles
Individuels"	"Semis
Jumelés"	"Row
En bande"	"Apartment
and Other
Appartements
et autres"	Total	
Que/Qc	Montréal	Coteau-du-Lac (V)	16	--	4	17	37	
Que/Qc	Montréal	Les Cèdres (MÉ)	48	23	5	24	100	
Que/Qc	Montréal	Pointe-des-Cascades (VL)	1	--	8	--	9	
Que/Qc	Montréal	L'Île-Perrot (V)	21	5	--	8	34	
Que/Qc	Montréal	Notre-Dame-de-l'Île-Perrot (V)	30	2	--	--	32	
Que/Qc	Montréal	Pincourt (V)	1	--	--	68	69	
Que/Qc	Montréal	Terrasse-Vaudreuil (MÉ)	--	--	--	--	--	
Que/Qc	Montréal	Vaudreuil-Dorion (V)	143	25	94	184	446	
Que/Qc	Montréal	Vaudreuil-sur-le-Lac (VL)	1	--	--	--	1	
Que/Qc	Montréal	L'Île-Cadieux (V)	--	--	--	--	--	
Que/Qc	Montréal	Hudson (V)	32	--	--	--	32	
Que/Qc	Montréal	Saint-Lazare (V)	91	--	--	3	94	
Que/Qc	Montréal	Saint-Eustache (V)	41	14	--	47	102	
Que/Qc	Montréal	Deux-Montagnes (V)	5	--	--	31	36	
Que/Qc	Montréal	Sainte-Marthe-sur-le-Lac (V)	106	28	11	65	210	
Que/Qc	Montréal	Pointe-Calumet (MÉ)	13	--	--	3	16	
Que/Qc	Montréal	Saint-Joseph-du-Lac (MÉ)	44	--	--	46	90	
Que/Qc	Montréal	Oka (MÉ)	18	--	--	--	18	
Que/Qc	Montréal	Saint-Placide (MÉ)	2	--	--	--	2	
Que/Qc	Montréal	Boisbriand (V)	13	--	23	66	102	
Que/Qc	Montréal	Sainte-Thérèse (V)	1	--	--	72	73	
Que/Qc	Montréal	Blainville (V)	194	45	22	311	572	
Que/Qc	Montréal	Rosemère (V)	12	--	--	--	12	
Que/Qc	Montréal	Lorraine (V)	11	--	--	--	11	
Que/Qc	Montréal	Bois-des-Filion (V)	1	--	--	4	5	
Que/Qc	Montréal	Sainte-Anne-des-Plaines (V)	36	--	4	79	119	
Que/Qc	Montréal	Mirabel (V)	236	6	54	356	652	
Que/Qc	Montréal	Saint-Colomban (MÉ)	165	--	--	56	221	
Que/Qc	Montréal	Saint-Jérôme (V)	231	35	33	219	518	
Que/Qc	Montréal	Gore (CT)	28	--	--	--	28	
Que/Qc	Montréal	Total	4,839	1,239	1,043	11,976	19,097	
Que/Qc	Gatineau	Gatineau (V)	488	443	176	938	2,045	
Que/Qc	Gatineau	L'Ange-Gardien (MÉ)	40	--	--	--	40	
Que/Qc	Gatineau	Val-des-Monts (MÉ)	81	6	--	2	89	
Que/Qc	Gatineau	Cantley (MÉ)	106	--	--	8	114	
Que/Qc	Gatineau	Chelsea (MÉ)	20	--	--	--	20	
Que/Qc	Gatineau	Pontiac (MÉ)	21	--	--	--	21	
Que/Qc	Gatineau	La Pêche (MÉ)	55	--	--	--	55	
Que/Qc	Gatineau	Denholm (MÉ)	--	--	--	--	--	
Que/Qc	Gatineau	Total	811	449	176	948	2,384	
Que/Qc	Québec	Saint-Henri (MÉ)	48	33	5	35	121	
Que/Qc	Québec	Beaumont (MÉ)	25	--	--	54	79	
Que/Qc	Québec	Saint-François-de-L'île-d'Orléans (MÉ)	--	--	--	--	--	
Que/Qc	Québec	Sainte-Famille (PE)	1	--	--	--	1	
Que/Qc	Québec	Saint-Jean-de-l'Île-d'Orléans (MÉ)	4	--	--	--	4	
Que/Qc	Québec	Saint-Laurent-de-l'Île-d'Orléans (MÉ)	3	--	--	2	5	
Que/Qc	Québec	Saint-Pierre-de-l'Île-d'Orléans (MÉ)	1	--	--	--	1	
Que/Qc	Québec	Sainte-Pétronille (VL)	1	--	--	--	1	
Que/Qc	Québec	Château-Richer (V)	32	6	--	--	38	
Que/Qc	Québec	L'Ange-Gardien (MÉ)	17	8	--	4	29	
Que/Qc	Québec	Boischatel (MÉ)	47	11	--	2	60	
Que/Qc	Québec	Sainte-Catherine-de-la-Jacques-Cartier (V)	55	19	2	21	97	
Que/Qc	Québec	Fossambault-sur-le-Lac (V)	26	--	--	--	26	
Que/Qc	Québec	Lac-Saint-Joseph (V)	4	--	--	--	4	
Que/Qc	Québec	Shannon (MÉ)	69	2	--	6	77	
Que/Qc	Québec	Saint-Gabriel-de-Valcartier (MÉ)	29	--	--	8	37	
Que/Qc	Québec	Lac-Delage (V)	--	--	--	--	--	
Que/Qc	Québec	Stoneham-et-Tewkesbury (CU)	63	--	4	25	92	
Que/Qc	Québec	Lac-Beauport (MÉ)	32	--	--	10	42	
Que/Qc	Québec	Sainte-Brigitte-de-Laval (MÉ)	105	87	--	16	208	
Que/Qc	Québec	Notre-Dame-des-Anges (PE)	--	--	--	--	--	
Que/Qc	Québec	Québec (V)	424	417	191	2,410	3,442	
Que/Qc	Québec	L'Ancienne-Lorette (V)	7	--	--	37	44	
Que/Qc	Québec	Saint-Augustin-de-Desmaures (V)	12	4	3	134	153	
Que/Qc	Québec	Lévis (V)	305	142	23	256	726	
Que/Qc	Québec	Saint-Lambert-de-Lauzon (PE)	30	8	1	32	71	
Que/Qc	Québec	Total	1,340	737	229	3,052	5,358	
Que/Qc	Sherbrooke	Ascot Corner (MÉ)	17	--	--	2	19	
Que/Qc	Sherbrooke	Stoke (MÉ)	3	--	--	--	3	
Que/Qc	Sherbrooke	Saint-Denis-de-Brompton (PE)	45	2	--	2	49	
Que/Qc	Sherbrooke	Sherbrooke (V)	287	179	137	623	1,226	
Que/Qc	Sherbrooke	Compton (MÉ)	10	--	--	--	10	
Que/Qc	Sherbrooke	Waterville (V)	6	2	--	--	8	
Que/Qc	Sherbrooke	North Hatley (VL)	2	--	--	--	2	
Que/Qc	Sherbrooke	Hatley (CT)	18	--	--	--	18	
Que/Qc	Sherbrooke	Magog (V)	78	20	--	99	197	
Que/Qc	Sherbrooke	Total	466	203	137	726	1,532	
Que/Qc	Trois-Rivières	Trois-Rivières (V)	224	154	--	695	1,073	
Que/Qc	Trois-Rivières	Champlain (MÉ)	5	2	--	--	7	
Que/Qc	Trois-Rivières	Saint-Maurice (PE)	40	--	--	--	40	
Que/Qc	Trois-Rivières	Bécancour (V)	74	9	--	84	167	
Que/Qc	Trois-Rivières	Total	343	165	--	779	1,287	
Que/Qc	Drummondville	Saint-Lucien (PE)	7	--	--	--	7	
Que/Qc	Drummondville	Saint-Germain-de-Grantham (MÉ)	24	4	--	4	32	
Que/Qc	Drummondville	Drummondville (V)	288	48	6	186	528	
Que/Qc	Drummondville	Saint-Cyrille-de-Wendover (MÉ)	12	--	--	--	12	
Que/Qc	Drummondville	Saint-Majorique-de-Grantham (PE)	12	--	--	3	15	
Que/Qc	Drummondville	Total	343	52	6	193	594	
Que/Qc	Granby	Bromont (V)	90	35	6	135	266	
Que/Qc	Granby	Saint-Alphonse-de-Granby (MÉ)	19	--	--	--	19	
Que/Qc	Granby	Granby (V)	129	31	16	205	381	
Que/Qc	Granby	Total	238	66	22	340	666	
Que/Qc	Saint-Hyacinthe	La Présentation (MÉ)	9	--	--	4	13	
Que/Qc	Saint-Hyacinthe	Saint-Hyacinthe (V)	51	40	13	200	304	
Que/Qc	Saint-Hyacinthe	Saint-Simon (MÉ)	9	--	--	--	9	
Que/Qc	Saint-Hyacinthe	Saint-Barnabé-Sud (MÉ)	3	--	--	--	3	
Que/Qc	Saint-Hyacinthe	Total	72	40	13	204	329	
Que/Qc	Saint-Jean-sur-Richelieu	Saint-Jean-sur-Richelieu (V)	246	5	--	193	444	
Que/Qc	Saint-Jean-sur-Richelieu	Total	246	5	--	193	444	
Que/Qc	Shawinigan	Grandes-Piles (VL)	3	--	--	--	3	
Que/Qc	Shawinigan	Shawinigan (V)	70	6	--	52	128	
Que/Qc	Shawinigan	Saint-Boniface (MÉ)	33	--	--	4	37	
Que/Qc	Shawinigan	Total	106	6	--	56	168	
Que/Qc	Total	Total	9,244	3,035	1,647	18,667	32,593	
Ont./Ont.	Barrie	Springwater (TP)	58	0	--	3	61	
Ont./Ont.	Barrie	Innisfil (T)	145	2	22	--	169	
Ont./Ont.	Barrie	Barrie (CY)	232	--	114	136	482	
Ont./Ont.	Barrie	Total	435	2	136	139	712	
Ont./Ont.	Brantford	Brant (CY)	76	--	18	--	94	
Ont./Ont.	Brantford	Brantford (CY)	175	7	71	7	260	
Ont./Ont.	Brantford	Total	251	7	89	7	354	
Ont./Ont.	Guelph	Guelph (CY)	278	29	254	96	657	
Ont./Ont.	Guelph	Guelph/Eramosa (TP)	21	2	14	--	37	
Ont./Ont.	Guelph	Total	299	31	268	96	694	
Ont./Ont.	Hamilton	Burlington (CY)	286	60	155	523	1,024	
Ont./Ont.	Hamilton	Hamilton (CY)	1,090	30	516	4	1,640	
Ont./Ont.	Hamilton	Grimsby (T)	106	--	34	--	140	
Ont./Ont.	Hamilton	Total	1,482	90	705	527	2,804	
Ont./Ont.	Kingston	Frontenac Islands (TP)	11	--	--	--	11	
Ont./Ont.	Kingston	Kingston (CY)	278	27	43	95	443	
Ont./Ont.	Kingston	South Frontenac (TP)	91	--	--	--	91	
Ont./Ont.	Kingston	Loyalist (TP)	84	--	7	--	91	
Ont./Ont.	Kingston	Total	464	27	50	95	636	
Ont./Ont.	Kitchener-Cambridge-Waterloo	North Dumfries (TP)	45	--	--	--	45	
Ont./Ont.	Kitchener-Cambridge-Waterloo	Cambridge (CY)	316	1	93	112	522	
Ont./Ont.	Kitchener-Cambridge-Waterloo	Kitchener (CY)	535	32	229	272	1,068	
Ont./Ont.	Kitchener-Cambridge-Waterloo	Waterloo (CY)	84	--	29	395	508	
Ont./Ont.	Kitchener-Cambridge-Waterloo	Woolwich (TP)	215	--	66	--	281	
Ont./Ont.	Kitchener-Cambridge-Waterloo	Total	1,195	33	417	779	2,424	
Ont./Ont.	London	Central Elgin (MU)	35	--	--	--	35	
Ont./Ont.	London	St. Thomas (CY)	119	1	--	--	120	
Ont./Ont.	London	Southwold (TP)	4	--	--	--	4	
Ont./Ont.	London	Strathroy-Caradoc (TP)	62	--	2	8	72	
Ont./Ont.	London	Thames Centre (MU)	27	2	--	--	29	
Ont./Ont.	London	Middlesex Centre (TP)	65	--	4	1	70	
Ont./Ont.	London	London (CY)	938	2	147	948	2,035	
Ont./Ont.	London	Adelaide Metcalfe (TP)	--	--	--	--	--	
Ont./Ont.	London	Total	1,250	5	153	957	2,365	
Ont./Ont.	St. Catharines-Niagara	Fort Erie (T)	76	3	24	--	103	
Ont./Ont.	St. Catharines-Niagara	Port Colborne (CY)	5	--	--	--	5	
Ont./Ont.	St. Catharines-Niagara	Wainfleet (TP)	17	--	--	--	17	
Ont./Ont.	St. Catharines-Niagara	Pelham (T)	38	--	7	--	45	
Ont./Ont.	St. Catharines-Niagara	Welland (CY)	89	6	24	4	123	
Ont./Ont.	St. Catharines-Niagara	Thorold (CY)	44	4	0	--	48	
Ont./Ont.	St. Catharines-Niagara	Niagara Falls (CY)	180	12	54	7	253	
Ont./Ont.	St. Catharines-Niagara	Niagara-on-the-Lake (T)	72	4	10	1	87	
Ont./Ont.	St. Catharines-Niagara	St. Catharines (CY)	67	10	61	--	138	
Ont./Ont.	St. Catharines-Niagara	Lincoln (T)	68	5	49	--	122	
Ont./Ont.	St. Catharines-Niagara	Total	656	44	229	12	941	
Ont./Ont.	Oshawa	Whitby (T)	469	8	169	7	653	
Ont./Ont.	Oshawa	Oshawa (CY)	457	38	66	4	565	
Ont./Ont.	Oshawa	Clarington (MU)	501	--	89	7	597	
Ont./Ont.	Oshawa	Total	1,427	46	324	18	1,815	
Ont./Ont.	Ottawa	Clarence-Rockland (CY)	161	8	14	85	268	
Ont./Ont.	Ottawa	Russell (TP)	35	12	--	7	54	
Ont./Ont.	Ottawa	Ottawa (CY)	1,897	341	1,955	1,387	5,580	
Ont./Ont.	Ottawa	Total	2,093	361	1,969	1,479	5,902	
Ont./Ont.	Peterborough	Otonabee-South Monaghan (TP)	14	--	--	--	14	
Ont./Ont.	Peterborough	Cavan-Monaghan (TP)	14	--	18	--	32	
Ont./Ont.	Peterborough	Peterborough (CY)	154	5	73	9	241	
Ont./Ont.	Peterborough	Smith-Ennismore-Lakefield (TP)	40	--	11	--	51	
Ont./Ont.	Peterborough	Douro-Dummer (TP)	21	--	--	--	21	
Ont./Ont.	Peterborough	Total	243	5	102	9	359	
Ont./Ont.	Greater Sudbury	Greater Sudbury (CY)	327	12	34	46	419	
Ont./Ont.	Greater Sudbury	Total	327	12	34	46	419	
Ont./Ont.	Thunder Bay	Neebing (MU)	2	--	--	--	2	
Ont./Ont.	Thunder Bay	Thunder Bay (CY)	155	6	0	6	167	
Ont./Ont.	Thunder Bay	Oliver Paipoonge (MU)	15	--	4	--	19	
Ont./Ont.	Thunder Bay	Gillies (TP)	3	--	--	--	3	
Ont./Ont.	Thunder Bay	O'Connor (TP)	2	--	--	--	2	
Ont./Ont.	Thunder Bay	Conmee (TP)	2	--	--	--	2	
Ont./Ont.	Thunder Bay	Shuniah (TP)	7	--	--	--	7	
Ont./Ont.	Thunder Bay	Total	186	6	4	6	202	
Ont./Ont.	Toronto	Pickering (CY)	57	--	43	--	100	
Ont./Ont.	Toronto	Ajax (T)	271	71	243	--	585	
Ont./Ont.	Toronto	Uxbridge (TP)	43	--	--	--	43	
Ont./Ont.	Toronto	Vaughan (CY)	1,289	258	396	361	2,304	
Ont./Ont.	Toronto	Markham (T)	763	282	376	810	2,231	
Ont./Ont.	Toronto	Richmond Hill (T)	781	22	261	0	1,064	
Ont./Ont.	Toronto	Whitchurch-Stouffville (T)	524	100	162	--	786	
Ont./Ont.	Toronto	Aurora (T)	111	8	--	151	270	
Ont./Ont.	Toronto	Newmarket (T)	184	15	--	--	199	
Ont./Ont.	Toronto	King (TP)	156	2	36	--	194	
Ont./Ont.	Toronto	East Gwillimbury (T)	117	16	46	--	179	
Ont./Ont.	Toronto	Georgina (T)	127	--	17	--	144	
Ont./Ont.	Toronto	Toronto (CY)	859	80	531	14,398	15,868	
Ont./Ont.	Toronto	Mississauga (CY)	211	98	395	1,559	2,263	
Ont./Ont.	Toronto	Brampton (CY)	1,946	356	813	369	3,484	
Ont./Ont.	Toronto	Caledon (T)	162	30	67	0	259	
Ont./Ont.	Toronto	Mono (T)	35	--	--	--	35	
Ont./Ont.	Toronto	Orangeville (T)	23	2	3	58	86	
Ont./Ont.	Toronto	Oakville (T)	207	--	381	--	588	
Ont./Ont.	Toronto	Milton (T)	659	102	476	56	1,293	
Ont./Ont.	Toronto	Halton Hills (T)	88	2	24	--	114	
Ont./Ont.	Toronto	New Tecumseth (TP)	134	12	--	--	146	
Ont./Ont.	Toronto	Bradford West Gwillimbury (T)	463	56	23	--	542	
Ont./Ont.	Toronto	Total	9,210	1,512	4,293	17,762	32,777	
Ont./Ont.	Windsor	Amherstburg (T)	37	2	10	13	62	
Ont./Ont.	Windsor	LaSalle (T)	100	8	18	46	172	
Ont./Ont.	Windsor	Windsor (CY)	112	9	44	24	189	
Ont./Ont.	Windsor	Tecumseh (T)	16	--	--	--	16	
Ont./Ont.	Windsor	Lakeshore (T)	99	--	21	--	120	
Ont./Ont.	Windsor	Total	364	19	93	83	559	
Ont./Ont.	Belleville	Belleville (CY)	105	--	32	--	137	
Ont./Ont.	Belleville	Quinte West (CY)	84	2	3	--	89	
Ont./Ont.	Belleville	Total	189	2	35	--	226	
Ont./Ont.	Chatham-Kent	Chatham-Kent (MU)	69	11	4	--	84	
Ont./Ont.	Chatham-Kent	Total	69	11	4	--	84	
Ont./Ont.	Cornwall	South Stormont (TP)	39	--	--	--	39	
Ont./Ont.	Cornwall	Cornwall (CY)	19	14	--	20	53	
Ont./Ont.	Cornwall	Total	58	14	--	20	92	
Ont./Ont.	Kawartha Lakes	Kawartha Lakes (CY)	182	--	8	--	190	
Ont./Ont.	Kawartha Lakes	Total	182	--	8	--	190	
Ont./Ont.	Norfolk	Norfolk County (CY)	166	11	15	--	192	
Ont./Ont.	Norfolk	Total	166	11	15	--	192	
Ont./Ont.	North Bay	Bonfield (TP)	13	--	--	--	13	
Ont./Ont.	North Bay	East Ferris (TP)	16	--	--	--	16	
Ont./Ont.	North Bay	North Bay (CY)	54	8	--	--	62	
Ont./Ont.	North Bay	Callander (MU)	25	--	--	--	25	
Ont./Ont.	North Bay	Total	108	8	--	--	116	
Ont./Ont.	Sarnia	St. Clair (TP)	50	--	--	--	50	
Ont./Ont.	Sarnia	Sarnia (CY)	93	4	4	--	101	
