Units Absorbed by Dwelling Type and Census Subdivision for Centres 50,000+								
Logements écoulés selon le type de logements et la subdivision de recensement, les centres de 50 000 habitants et plus								
2015								
								
Province	Centre	"Census Subdivision
Subdivision de recensement"	"Singles
Individuels"	"Semis
Jumelés"	"Row
En bande"	"Apartment
and Other
Appartements
et autres"	Total	
P.E.I./Î.-P.-É.	Charlottetown	Brackley (COM)	--	--	--	--	--	
P.E.I./Î.-P.-É.	Charlottetown	Lot 33 (LOT)	2	--	--	--	2	
P.E.I./Î.-P.-É.	Charlottetown	Union Road (COM)	1	--	--	--	1	
P.E.I./Î.-P.-É.	Charlottetown	Lot 34 (LOT)	19	--	3	--	22	
P.E.I./Î.-P.-É.	Charlottetown	Lot 35 (LOT)	6	--	--	--	6	
P.E.I./Î.-P.-É.	Charlottetown	Lot 36 (LOT)	--	--	--	--	--	
P.E.I./Î.-P.-É.	Charlottetown	Winsloe South (COM)	2	--	--	--	2	
P.E.I./Î.-P.-É.	Charlottetown	Warren Grove (COM)	1	--	--	--	1	
P.E.I./Î.-P.-É.	Charlottetown	Charlottetown (CY)	28	16	--	50	94	
P.E.I./Î.-P.-É.	Charlottetown	Stratford (T)	36	2	3	12	53	
P.E.I./Î.-P.-É.	Charlottetown	Cornwall (T)	15	4	--	13	32	
P.E.I./Î.-P.-É.	Charlottetown	Total	127	22	6	75	230	
P.E.I./Î.-P.-É.	Total	Total	127	22	6	75	230	
N.S./N.-É.	Halifax	Halifax (RGM)	448	65	141	1,223	1,877	
N.S./N.-É.	Halifax	Total	448	65	141	1,223	1,877	
N.S./N.-É.	Cape Breton	Cape Breton (RGM)	115	52	6	2	175	
N.S./N.-É.	Cape Breton	Total	115	52	6	2	175	
N.S./N.-É.	Total	Total	563	117	147	1,225	2,052	
N.B./N.-B.	Moncton	Elgin (P)	2	--	--	--	2	
N.B./N.-B.	Moncton	Hillsborough (P)	4	--	--	--	4	
N.B./N.-B.	Moncton	Coverdale (P)	22	--	--	--	22	
N.B./N.-B.	Moncton	Riverview (T)	30	17	1	34	82	
N.B./N.-B.	Moncton	Hillsborough (VL)	2	--	--	--	2	
N.B./N.-B.	Moncton	Dorchester (P)	3	--	--	--	3	
N.B./N.-B.	Moncton	Dorchester (VL)	--	--	--	--	--	
N.B./N.-B.	Moncton	Memramcook (VL)	11	1	--	--	12	
N.B./N.-B.	Moncton	Moncton (P)	60	--	--	--	60	
N.B./N.-B.	Moncton	Moncton (C)	68	87	4	60	219	
N.B./N.-B.	Moncton	Salisbury (VL)	2	--	8	--	10	
N.B./N.-B.	Moncton	Dieppe (C)	43	37	26	72	178	
N.B./N.-B.	Moncton	Saint Paul (P)	--	--	--	--	--	
N.B./N.-B.	Moncton	Total	247	142	39	166	594	
N.B./N.-B.	Saint John	Saint Martins (P)	--	--	--	--	--	
N.B./N.-B.	Saint John	St. Martins (VL)	--	--	--	--	--	
N.B./N.-B.	Saint John	Simonds (P)	--	--	--	--	--	
N.B./N.-B.	Saint John	Saint John (CY)	27	6	8	32	73	
N.B./N.-B.	Saint John	Musquash (P)	--	--	--	--	--	
N.B./N.-B.	Saint John	Lepreau (P)	1	--	--	--	1	
N.B./N.-B.	Saint John	Petersville (P)	--	--	--	--	--	
N.B./N.-B.	Saint John	Upham (P)	3	--	--	--	3	
N.B./N.-B.	Saint John	Hampton (P)	12	--	--	--	12	
N.B./N.-B.	Saint John	Hampton (T)	10	--	--	--	10	
N.B./N.-B.	Saint John	Rothesay (P)	1	--	--	--	1	
N.B./N.-B.	Saint John	Westfield (P)	--	--	--	--	--	
N.B./N.-B.	Saint John	Kingston (P)	--	--	--	--	--	
N.B./N.-B.	Saint John	Grand Bay-Westfield (TV)	7	2	--	--	9	
N.B./N.-B.	Saint John	Greenwich (P)	--	--	--	--	--	
N.B./N.-B.	Saint John	Rothesay (TV)	16	4	4	--	24	
N.B./N.-B.	Saint John	Quispamsis (TV)	47	1	--	1	49	
N.B./N.-B.	Saint John	Total	124	13	12	33	182	
N.B./N.-B.	Fredericton	Gladstone (P)	--	--	--	--	--	
N.B./N.-B.	Fredericton	Lincoln (P)	34	--	--	--	34	
N.B./N.-B.	Fredericton	Maugerville (P)	5	--	--	--	5	
N.B./N.-B.	Fredericton	New Maryland (P)	10	--	--	--	10	
N.B./N.-B.	Fredericton	New Maryland (VL)	4	1	--	--	5	
N.B./N.-B.	Fredericton	Kingsclear (P)	21	--	--	--	21	
N.B./N.-B.	Fredericton	Bright (P)	7	--	--	--	7	
N.B./N.-B.	Fredericton	Douglas (P)	11	--	--	--	11	
N.B./N.-B.	Fredericton	Saint Marys (P)	17	--	--	--	17	
N.B./N.-B.	Fredericton	Fredericton (CY)	63	16	45	66	190	
N.B./N.-B.	Fredericton	Total	172	17	45	66	300	
N.B./N.-B.	Total	Total	543	172	96	265	1,076	
Que/Qc	Saguenay	Saguenay (V)	145	112	1	290	548	
Que/Qc	Saguenay	Saint-Félix-d'Otis (MÉ)	1	--	--	--	1	
Que/Qc	Saguenay	Sainte-Rose-du-Nord (PE)	1	--	--	--	1	
Que/Qc	Saguenay	Saint-Fulgence (MÉ)	5	--	--	--	5	
Que/Qc	Saguenay	Saint-Honoré (MÉ)	38	5	--	4	47	
Que/Qc	Saguenay	Saint-David-de-Falardeau (MÉ)	7	0	--	3	10	
Que/Qc	Saguenay	Saint-Charles-de-Bourget (MÉ)	3	--	--	--	3	
Que/Qc	Saguenay	Larouche (MÉ)	7	2	--	--	9	
Que/Qc	Saguenay	Total	207	119	1	297	624	
Que/Qc	Montréal	Lavaltrie (V)	29	--	4	7	40	
Que/Qc	Montréal	Richelieu (V)	4	--	--	--	4	
Que/Qc	Montréal	Saint-Mathias-sur-Richelieu (MÉ)	4	--	5	3	12	
Que/Qc	Montréal	Chambly (V)	50	22	2	163	237	
Que/Qc	Montréal	Carignan (V)	70	56	--	57	183	
Que/Qc	Montréal	Saint-Basile-le-Grand (V)	10	--	--	16	26	
Que/Qc	Montréal	McMasterville (MÉ)	--	2	--	13	15	
Que/Qc	Montréal	Otterburn Park (V)	9	--	--	6	15	
Que/Qc	Montréal	Mont-Saint-Hilaire (V)	16	2	6	28	52	
Que/Qc	Montréal	Beloeil (V)	34	--	10	43	87	
Que/Qc	Montréal	Saint-Mathieu-de-Beloeil (MÉ)	9	--	--	8	17	
Que/Qc	Montréal	Brossard (V)	38	18	9	184	249	
Que/Qc	Montréal	Saint-Lambert (V)	--	--	--	36	36	
Que/Qc	Montréal	Boucherville (V)	23	0	--	139	162	
Que/Qc	Montréal	Saint-Bruno-de-Montarville (V)	22	3	--	19	44	
Que/Qc	Montréal	Longueuil (V)	120	54	79	699	952	
Que/Qc	Montréal	Sainte-Julie (V)	7	2	--	135	144	
Que/Qc	Montréal	Saint-Amable (MÉ)	40	4	--	62	106	
Que/Qc	Montréal	Varennes (V)	6	7	--	71	84	
Que/Qc	Montréal	Verchères (MÉ)	0	--	--	--	0	
Que/Qc	Montréal	Charlemagne (V)	--	--	--	12	12	
Que/Qc	Montréal	Repentigny (V)	41	--	--	72	113	
Que/Qc	Montréal	Saint-Sulpice (PE)	4	--	2	3	9	
Que/Qc	Montréal	L'Assomption (V)	63	44	10	70	187	
Que/Qc	Montréal	L'Épiphanie (V)	6	--	--	1	7	
Que/Qc	Montréal	L'Épiphanie (PE)	4	1	2	--	7	
Que/Qc	Montréal	Terrebonne (V)	145	35	84	157	421	
Que/Qc	Montréal	Mascouche (V)	73	12	--	122	207	
Que/Qc	Montréal	Laval (V)	211	50	120	622	1,003	
Que/Qc	Montréal	Montréal-Est (V)	--	--	--	12	12	
Que/Qc	Montréal	Montréal (V)	126	70	160	4,373	4,729	
Que/Qc	Montréal	Westmount (V)	1	--	--	--	1	
Que/Qc	Montréal	Montréal-Ouest (V)	--	--	--	6	6	
Que/Qc	Montréal	Côte-Saint-Luc (V)	7	--	19	--	26	
Que/Qc	Montréal	Hampstead (V)	--	--	--	--	--	
Que/Qc	Montréal	Mont-Royal (V)	2	--	7	118	127	
Que/Qc	Montréal	Dorval (V)	9	2	--	31	42	
Que/Qc	Montréal	Île-Dorval (V)	--	--	--	--	--	
Que/Qc	Montréal	Pointe-Claire (V)	8	5	--	73	86	
Que/Qc	Montréal	Kirkland (V)	7	--	--	--	7	
Que/Qc	Montréal	Beaconsfield (V)	9	--	3	--	12	
Que/Qc	Montréal	Baie-d'Urfé (V)	9	--	--	--	9	
Que/Qc	Montréal	Sainte-Anne-de-Bellevue (V)	3	1	--	--	4	
Que/Qc	Montréal	Senneville (VL)	1	--	--	--	1	
Que/Qc	Montréal	Dollard-des-Ormeaux (V)	1	--	--	22	23	
Que/Qc	Montréal	Saint-Mathieu (MÉ)	3	--	--	--	3	
Que/Qc	Montréal	Saint-Philippe (MÉ)	10	88	21	29	148	
Que/Qc	Montréal	La Prairie (V)	18	5	20	42	85	
Que/Qc	Montréal	Candiac (V)	14	8	--	8	30	
Que/Qc	Montréal	Delson (V)	--	2	--	3	5	
Que/Qc	Montréal	Sainte-Catherine (V)	1	--	--	56	57	
Que/Qc	Montréal	Saint-Constant (V)	41	26	63	206	336	
Que/Qc	Montréal	Saint-Isidore (PE)	7	--	--	--	7	
Que/Qc	Montréal	Mercier (V)	34	18	14	21	87	
Que/Qc	Montréal	Châteauguay (V)	34	19	13	95	161	
Que/Qc	Montréal	Léry (V)	6	2	--	--	8	
Que/Qc	Montréal	Beauharnois (V)	24	15	--	78	117	
Que/Qc	Montréal	Saint-Zotique (MÉ)	48	4	4	40	96	
Que/Qc	Montréal	Les Coteaux (MÉ)	7	4	19	50	80	
Que/Qc	Montréal	Coteau-du-Lac (V)	15	6	2	30	53	
Que/Qc	Montréal	Les Cèdres (MÉ)	39	5	--	2	46	
Que/Qc	Montréal	Pointe-des-Cascades (VL)	25	--	13	4	42	
Que/Qc	Montréal	L'Île-Perrot (V)	8	2	7	7	24	
Que/Qc	Montréal	Notre-Dame-de-l'Île-Perrot (V)	37	--	--	--	37	
Que/Qc	Montréal	Pincourt (V)	4	--	--	21	25	
Que/Qc	Montréal	Terrasse-Vaudreuil (MÉ)	--	--	--	--	--	
Que/Qc	Montréal	Vaudreuil-Dorion (V)	59	17	69	174	319	
Que/Qc	Montréal	Vaudreuil-sur-le-Lac (VL)	2	--	--	12	14	
Que/Qc	Montréal	L'Île-Cadieux (V)	1	--	--	--	1	
Que/Qc	Montréal	Hudson (V)	17	6	--	3	26	
Que/Qc	Montréal	Saint-Lazare (V)	64	1	--	12	77	
Que/Qc	Montréal	Saint-Eustache (V)	15	--	1	110	126	
Que/Qc	Montréal	Deux-Montagnes (V)	11	4	--	29	44	
Que/Qc	Montréal	Sainte-Marthe-sur-le-Lac (V)	68	3	--	59	130	
Que/Qc	Montréal	Pointe-Calumet (MÉ)	10	--	--	2	12	
Que/Qc	Montréal	Saint-Joseph-du-Lac (MÉ)	17	--	2	27	46	
Que/Qc	Montréal	Oka (MÉ)	16	--	--	--	16	
Que/Qc	Montréal	Saint-Placide (MÉ)	4	2	--	--	6	
Que/Qc	Montréal	Boisbriand (V)	7	2	17	76	102	
Que/Qc	Montréal	Sainte-Thérèse (V)	0	2	7	30	39	
Que/Qc	Montréal	Blainville (V)	76	32	16	186	310	
Que/Qc	Montréal	Rosemère (V)	7	--	9	--	16	
Que/Qc	Montréal	Lorraine (V)	1	--	--	--	1	
Que/Qc	Montréal	Bois-des-Filion (V)	5	3	--	31	39	
Que/Qc	Montréal	Sainte-Anne-des-Plaines (V)	6	2	1	48	57	
Que/Qc	Montréal	Mirabel (V)	316	19	34	458	827	
Que/Qc	Montréal	Saint-Colomban (V)	135	--	--	14	149	
Que/Qc	Montréal	Saint-Jérôme (V)	170	19	37	808	1,034	
Que/Qc	Montréal	Gore (CT)	8	--	--	--	8	
Que/Qc	Montréal	Total	2,611	706	891	10,154	14,362	
Que/Qc	Gatineau	Mayo (MÉ)	4	--	--	--	4	
Que/Qc	Gatineau	Val-des-Bois (MÉ)	3	--	--	--	3	
Que/Qc	Gatineau	Bowman (MÉ)	--	--	--	--	--	
Que/Qc	Gatineau	Gatineau (V)	162	314	145	833	1,454	
Que/Qc	Gatineau	L'Ange-Gardien (MÉ)	43	--	--	--	43	
Que/Qc	Gatineau	Notre-Dame-de-la-Salette (MÉ)	--	6	--	--	6	
Que/Qc	Gatineau	Val-des-Monts (MÉ)	75	20	--	4	99	
Que/Qc	Gatineau	Cantley (MÉ)	74	--	--	7	81	
Que/Qc	Gatineau	Chelsea (MÉ)	20	--	--	--	20	
Que/Qc	Gatineau	Pontiac (MÉ)	16	--	--	1	17	
Que/Qc	Gatineau	La Pêche (MÉ)	33	--	--	2	35	
Que/Qc	Gatineau	Denholm (MÉ)	1	--	--	--	1	
Que/Qc	Gatineau	Total	431	340	145	847	1,763	
Que/Qc	Québec	Saint-Henri (MÉ)	7	3	--	33	43	
Que/Qc	Québec	Beaumont (MÉ)	5	4	3	2	14	
Que/Qc	Québec	Saint-François-de-l'Île-d'Orléans (MÉ)	0	--	--	--	0	
Que/Qc	Québec	Sainte-Famille (PE)	0	--	--	--	0	
Que/Qc	Québec	Saint-Jean-de-l'Île-d'Orléans (MÉ)	2	--	--	--	2	
Que/Qc	Québec	Saint-Laurent-de-l'Île-d'Orléans (MÉ)	1	--	--	--	1	
Que/Qc	Québec	Saint-Pierre-de-l'Île-d'Orléans (MÉ)	--	--	--	--	--	
Que/Qc	Québec	Sainte-Pétronille (VL)	0	--	--	--	0	
Que/Qc	Québec	Château-Richer (V)	12	--	--	--	12	
Que/Qc	Québec	L'Ange-Gardien (MÉ)	11	--	7	4	22	
Que/Qc	Québec	Boischatel (MÉ)	37	3	--	10	50	
Que/Qc	Québec	Sainte-Catherine-de-la-Jacques-Cartier (V)	34	3	--	18	55	
Que/Qc	Québec	Fossambault-sur-le-Lac (V)	13	3	--	1	17	
Que/Qc	Québec	Lac-Saint-Joseph (V)	6	--	--	--	6	
Que/Qc	Québec	Shannon (MÉ)	43	0	--	4	47	
Que/Qc	Québec	Saint-Gabriel-de-Valcartier (MÉ)	8	--	--	9	17	
Que/Qc	Québec	Lac-Delage (V)	--	0	--	--	0	
Que/Qc	Québec	Stoneham-et-Tewkesbury (CU)	50	25	13	15	103	
Que/Qc	Québec	Lac-Beauport (MÉ)	13	--	--	9	22	
Que/Qc	Québec	Sainte-Brigitte-de-Laval (MÉ)	44	32	--	4	80	
Que/Qc	Québec	Notre-Dame-des-Anges (PE)	--	--	--	--	--	
Que/Qc	Québec	Québec (V)	223	288	60	1,644	2,215	
Que/Qc	Québec	L'Ancienne-Lorette (V)	6	5	4	13	28	
Que/Qc	Québec	Saint-Augustin-de-Desmaures (V)	10	--	--	26	36	
Que/Qc	Québec	Lévis (V)	195	95	23	609	922	
Que/Qc	Québec	Saint-Lambert-de-Lauzon (MÉ)	12	3	--	18	33	
Que/Qc	Québec	Neuville (V)	20	8	--	--	28	
Que/Qc	Québec	Total	752	472	110	2,419	3,753	
Que/Qc	Sherbrooke	Ascot Corner (MÉ)	14	--	--	--	14	
Que/Qc	Sherbrooke	Stoke (MÉ)	15	--	--	--	15	
Que/Qc	Sherbrooke	Saint-Denis-de-Brompton (MÉ)	28	4	--	0	32	
Que/Qc	Sherbrooke	Val-Joli (MÉ)	4	--	--	--	4	
Que/Qc	Sherbrooke	Sherbrooke (V)	151	137	92	622	1,002	
Que/Qc	Sherbrooke	Compton (MÉ)	9	4	--	22	35	
Que/Qc	Sherbrooke	Waterville (V)	1	--	--	6	7	
Que/Qc	Sherbrooke	North Hatley (VL)	1	--	--	--	1	
Que/Qc	Sherbrooke	Hatley (CT)	8	--	--	--	8	
Que/Qc	Sherbrooke	Magog (V)	68	17	--	69	154	
Que/Qc	Sherbrooke	Orford (CT)	29	6	--	--	35	
Que/Qc	Sherbrooke	Total	328	168	92	719	1,307	
Que/Qc	Trois-Rivières	Trois-Rivières (V)	142	92	7	444	685	
Que/Qc	Trois-Rivières	Champlain (MÉ)	6	--	--	4	10	
Que/Qc	Trois-Rivières	Saint-Luc-de-Vincennes (MÉ)	3	--	--	--	3	
Que/Qc	Trois-Rivières	Saint-Maurice (PE)	14	--	--	2	16	
Que/Qc	Trois-Rivières	Bécancour (V)	31	10	--	27	68	
Que/Qc	Trois-Rivières	Yamachiche (MÉ)	1	2	--	--	3	
Que/Qc	Trois-Rivières	Total	197	104	7	477	785	
Que/Qc	Drummondville	Saint-Lucien (MÉ)	6	--	--	--	6	
Que/Qc	Drummondville	Wickham (MÉ)	3	1	--	--	4	
Que/Qc	Drummondville	Saint-Germain-de-Grantham (MÉ)	11	--	--	4	15	
Que/Qc	Drummondville	Drummondville (V)	213	38	4	154	409	
Que/Qc	Drummondville	Saint-Cyrille-de-Wendover (MÉ)	16	14	--	10	40	
Que/Qc	Drummondville	Notre-Dame-du-Bon-Conseil (VL)	8	--	--	--	8	
Que/Qc	Drummondville	Notre-Dame-du-Bon-Conseil (PE)	--	--	--	--	--	
Que/Qc	Drummondville	Saint-Majorique-de-Grantham (PE)	5	--	--	--	5	
Que/Qc	Drummondville	Total	262	53	4	168	487	
Que/Qc	Granby	Bromont (V)	71	6	--	22	99	
Que/Qc	Granby	Saint-Alphonse-de-Granby (MÉ)	4	--	--	--	4	
Que/Qc	Granby	Granby (V)	63	77	13	112	265	
Que/Qc	Granby	Saint-Paul-d'Abbotsford (MÉ)	--	--	--	3	3	
Que/Qc	Granby	Total	138	83	13	137	371	
Que/Qc	Rimouski	Saint-Narcisse-de-Rimouski (PE)	2	--	--	--	2	
Que/Qc	Rimouski	Saint-Anaclet-de-Lessard (PE)	4	--	--	--	4	
Que/Qc	Rimouski	Rimouski (V)	82	68	--	116	266	
Que/Qc	Rimouski	Total	88	68	--	116	272	
Que/Qc	Saint-Hyacinthe	Saint-Hyacinthe (V)	26	10	21	195	252	
Que/Qc	Saint-Hyacinthe	Saint-Dominique (MÉ)	4	--	--	17	21	
Que/Qc	Saint-Hyacinthe	Saint-Simon (MÉ)	2	--	--	--	2	
Que/Qc	Saint-Hyacinthe	Total	32	10	21	212	275	
Que/Qc	Saint-Jean-sur-Richelieu	Saint-Jean-sur-Richelieu (V)	115	13	4	169	301	
Que/Qc	Saint-Jean-sur-Richelieu	Total	115	13	4	169	301	
Que/Qc	Shawinigan	Saint-Roch-de-Mékinac (PE)	1	--	--	--	1	
Que/Qc	Shawinigan	Shawinigan (V)	54	15	--	40	109	
Que/Qc	Shawinigan	Saint-Boniface (MÉ)	8	--	--	--	8	
Que/Qc	Shawinigan	Total	63	15	--	40	118	
Que/Qc	Total	Total	5,224	2,151	1,288	15,755	24,418	
Ont./Ont.	Barrie	Springwater (TP)	64	--	--	7	71	
Ont./Ont.	Barrie	Innisfil (T)	355	2	34	--	391	
Ont./Ont.	Barrie	Barrie (CY)	88	0	146	294	528	
Ont./Ont.	Barrie	Total	507	2	180	301	990	
Ont./Ont.	Brantford	Brant (CY)	95	0	23	--	118	
Ont./Ont.	Brantford	Brantford (CY)	194	2	46	207	449	
Ont./Ont.	Brantford	Total	289	2	69	207	567	
Ont./Ont.	Guelph	Puslinch (TP)	26	--	--	--	26	
Ont./Ont.	Guelph	Guelph (CY)	242	42	159	617	1,060	
Ont./Ont.	Guelph	Guelph/Eramosa (TP)	38	--	10	--	48	
Ont./Ont.	Guelph	Total	306	42	169	617	1,134	
Ont./Ont.	Hamilton	Burlington (CY)	112	1	78	205	396	
Ont./Ont.	Hamilton	Hamilton (C)	939	103	576	225	1,843	
Ont./Ont.	Hamilton	Grimsby (T)	97	--	146	37	280	
Ont./Ont.	Hamilton	Total	1,148	104	800	467	2,519	
Ont./Ont.	Kingston	Frontenac Islands (TP)	5	--	--	--	5	
Ont./Ont.	Kingston	Kingston (CY)	168	15	60	264	507	
Ont./Ont.	Kingston	South Frontenac (TP)	81	--	--	--	81	
Ont./Ont.	Kingston	Loyalist (TP)	49	5	16	5	75	
Ont./Ont.	Kingston	Total	303	20	76	269	668	
Ont./Ont.	Kitchener-Cambridge-Waterloo	North Dumfries (TP)	26	--	4	--	30	
Ont./Ont.	Kitchener-Cambridge-Waterloo	Cambridge (CY)	92	0	98	261	451	
Ont./Ont.	Kitchener-Cambridge-Waterloo	Kitchener (CY)	536	16	247	732	1,531	
Ont./Ont.	Kitchener-Cambridge-Waterloo	Waterloo (CY)	236	4	26	974	1,240	
Ont./Ont.	Kitchener-Cambridge-Waterloo	Woolwich (TP)	32	16	14	28	90	
Ont./Ont.	Kitchener-Cambridge-Waterloo	Total	922	36	389	1,995	3,342	
Ont./Ont.	London	Central Elgin (MU)	40	5	--	--	45	
Ont./Ont.	London	St. Thomas (CY)	129	9	4	--	142	
Ont./Ont.	London	Southwold (TP)	9	--	--	--	9	
Ont./Ont.	London	Strathroy-Caradoc (TP)	77	--	--	--	77	
Ont./Ont.	London	Thames Centre (MU)	48	3	--	--	51	
Ont./Ont.	London	Middlesex Centre (TP)	88	--	--	--	88	
Ont./Ont.	London	London (CY)	679	5	281	400	1,365	
Ont./Ont.	London	Adelaide Metcalfe (TP)	4	--	--	--	4	
Ont./Ont.	London	Total	1,074	22	285	400	1,781	
Ont./Ont.	St. Catharines-Niagara	Fort Erie (T)	50	5	1	--	56	
Ont./Ont.	St. Catharines-Niagara	Port Colborne (CY)	8	--	--	--	8	
Ont./Ont.	St. Catharines-Niagara	Wainfleet (TP)	8	--	--	--	8	
Ont./Ont.	St. Catharines-Niagara	Pelham (T)	50	1	37	--	88	
Ont./Ont.	St. Catharines-Niagara	Welland (CY)	95	12	20	--	127	
Ont./Ont.	St. Catharines-Niagara	Thorold (CY)	33	14	--	6	53	
Ont./Ont.	St. Catharines-Niagara	Niagara Falls (CY)	271	13	29	--	313	
Ont./Ont.	St. Catharines-Niagara	Niagara-on-the-Lake (T)	149	95	50	--	294	
Ont./Ont.	St. Catharines-Niagara	St. Catharines (CY)	105	11	31	157	304	
Ont./Ont.	St. Catharines-Niagara	Lincoln (T)	77	--	38	--	115	
Ont./Ont.	St. Catharines-Niagara	Total	846	151	206	163	1,366	
Ont./Ont.	Oshawa	Whitby (T)	156	--	52	--	208	
Ont./Ont.	Oshawa	Oshawa (CY)	498	8	113	80	699	
Ont./Ont.	Oshawa	Clarington (MU)	423	--	32	--	455	
Ont./Ont.	Oshawa	Total	1,077	8	197	80	1,362	
Ont./Ont.	Ottawa	Clarence-Rockland (CY)	81	2	11	12	106	
Ont./Ont.	Ottawa	Russell (TP)	89	22	5	44	160	
Ont./Ont.	Ottawa	Ottawa (CY)	1,450	212	1,436	2,227	5,325	
Ont./Ont.	Ottawa	Total	1,620	236	1,452	2,283	5,591	
Ont./Ont.	Peterborough	Otonabee-South Monaghan (TP)	52	--	--	--	52	
Ont./Ont.	Peterborough	Cavan-Monaghan (TP)	17	--	--	--	17	
Ont./Ont.	Peterborough	Peterborough (CY)	175	--	19	42	236	
Ont./Ont.	Peterborough	Selwyn (TP)	23	--	--	--	23	
Ont./Ont.	Peterborough	Douro-Dummer (TP)	24	--	--	--	24	
Ont./Ont.	Peterborough	Total	291	--	19	42	352	
Ont./Ont.	Greater Sudbury/Grand Sudbury	Greater Sudbury (CV)	133	27	26	25	211	
Ont./Ont.	Greater Sudbury/Grand Sudbury	Total	133	27	26	25	211	
Ont./Ont.	Thunder Bay	Neebing (MU)	12	--	--	--	12	
Ont./Ont.	Thunder Bay	Thunder Bay (CY)	153	8	6	102	269	
Ont./Ont.	Thunder Bay	Oliver Paipoonge (MU)	27	--	--	--	27	
Ont./Ont.	Thunder Bay	Gillies (TP)	--	--	--	--	--	
Ont./Ont.	Thunder Bay	O'Connor (TP)	--	--	--	--	--	
Ont./Ont.	Thunder Bay	Conmee (TP)	1	--	--	--	1	
Ont./Ont.	Thunder Bay	Shuniah (MU)	12	--	--	--	12	
Ont./Ont.	Thunder Bay	Total	205	8	6	102	321	
Ont./Ont.	Toronto	Pickering (CY)	130	36	105	--	271	
Ont./Ont.	Toronto	Ajax (T)	428	8	162	--	598	
Ont./Ont.	Toronto	Uxbridge (TP)	46	6	8	--	60	
Ont./Ont.	Toronto	Vaughan (CY)	755	72	122	1,184	2,133	
Ont./Ont.	Toronto	Markham (CY)	579	216	464	1,638	2,897	
Ont./Ont.	Toronto	Richmond Hill (T)	272	22	540	476	1,310	
Ont./Ont.	Toronto	Whitchurch-Stouffville (T)	157	2	104	26	289	
Ont./Ont.	Toronto	Aurora (T)	374	--	53	5	432	
Ont./Ont.	Toronto	Newmarket (T)	49	--	62	--	111	
Ont./Ont.	Toronto	King (TP)	241	--	44	6	291	
Ont./Ont.	Toronto	East Gwillimbury (T)	86	2	--	--	88	
Ont./Ont.	Toronto	Georgina (T)	174	--	41	--	215	
Ont./Ont.	Toronto	Toronto (C)	1,074	119	205	28,053	29,451	
Ont./Ont.	Toronto	Mississauga (CY)	161	34	285	946	1,426	
Ont./Ont.	Toronto	Brampton (CY)	1,460	544	266	103	2,373	
Ont./Ont.	Toronto	Caledon (T)	213	40	123	--	376	
Ont./Ont.	Toronto	Mono (T)	70	--	--	--	70	
Ont./Ont.	Toronto	Orangeville (T)	57	--	30	--	87	
Ont./Ont.	Toronto	Oakville (T)	367	--	277	312	956	
Ont./Ont.	Toronto	Milton (T)	382	38	191	64	675	
Ont./Ont.	Toronto	Halton Hills (T)	165	--	7	--	172	
Ont./Ont.	Toronto	New Tecumseth (T)	330	52	8	0	390	
