Units Absorbed by Dwelling Type and Census Subdivision for Centres 50,000+								
Logements écoulés selon le type de logements et la subdivision de recensement, les centres de 50 000 habitants et plus								
2013								
								
Province	Centre	"Census Subdivision
Subdivision de recensement"	"Singles
Individuels"	"Semis
Jumelés"	"Row
En bande"	"Apartment
and Other
Appartements
et autres"	Total	
Que/Qc	Québec	Lac-Saint-Joseph (V)	6	--	--	--	6	
Que/Qc	Québec	Shannon (MÉ)	57	2	--	19	78	
Que/Qc	Québec	Saint-Gabriel-de-Valcartier (MÉ)	19	--	--	11	30	
Que/Qc	Québec	Lac-Delage (V)	--	--	--	--	--	
Que/Qc	Québec	Stoneham-et-Tewkesbury (CU)	74	2	17	10	103	
Que/Qc	Québec	Lac-Beauport (MÉ)	48	--	--	8	56	
Que/Qc	Québec	Sainte-Brigitte-de-Laval (MÉ)	81	37	--	16	134	
Que/Qc	Québec	Notre-Dame-des-Anges (PE)	--	--	--	--	--	
Que/Qc	Québec	Québec (V)	290	270	135	2,554	3,249	
Que/Qc	Québec	L'Ancienne-Lorette (V)	9	9	5	9	32	
Que/Qc	Québec	Saint-Augustin-de-Desmaures (V)	23	--	--	146	169	
Que/Qc	Québec	Lévis (V)	228	109	16	326	679	
Que/Qc	Québec	Saint-Lambert-de-Lauzon (PE)	27	2	1	5	35	
Que/Qc	Québec	Neuville (V)	34	4	--	--	38	
Que/Qc	Québec	Total	1,129	485	182	3,286	5,082	
Que/Qc	Sherbrooke	Ascot Corner (MÉ)	28	2	--	2	32	
Que/Qc	Sherbrooke	Stoke (MÉ)	8	--	--	--	8	
Que/Qc	Sherbrooke	Saint-Denis-de-Brompton (PE)	46	2	--	2	50	
Que/Qc	Sherbrooke	Val-Joli (MÉ)	13	--	--	--	13	
Que/Qc	Sherbrooke	Sherbrooke (V)	248	175	129	570	1,122	
Que/Qc	Sherbrooke	Compton (MÉ)	8	2	--	4	14	
Que/Qc	Sherbrooke	Waterville (V)	6	--	--	--	6	
Que/Qc	Sherbrooke	North Hatley (VL)	5	--	--	--	5	
Que/Qc	Sherbrooke	Hatley (CT)	17	--	--	--	17	
Que/Qc	Sherbrooke	Magog (V)	84	22	4	87	197	
Que/Qc	Sherbrooke	Orford (CT)	49	8	--	--	57	
Que/Qc	Sherbrooke	Total	512	211	133	665	1,521	
Que/Qc	Trois-Rivières	Trois-Rivières (V)	158	150	6	459	773	
Que/Qc	Trois-Rivières	Champlain (MÉ)	6	2	--	3	11	
Que/Qc	Trois-Rivières	Saint-Luc-de-Vincennes (MÉ)	1	--	--	--	1	
Que/Qc	Trois-Rivières	Saint-Maurice (PE)	25	--	--	6	31	
Que/Qc	Trois-Rivières	Bécancour (V)	48	3	--	21	72	
Que/Qc	Trois-Rivières	Yamachiche (MÉ)	5	--	--	--	5	
Que/Qc	Trois-Rivières	Total	243	155	6	489	893	
Que/Qc	Drummondville	Saint-Lucien (PE)	8	--	--	--	8	
Que/Qc	Drummondville	Wickham (MÉ)	2	4	--	--	6	
Que/Qc	Drummondville	Saint-Germain-de-Grantham (MÉ)	21	5	--	19	45	
Que/Qc	Drummondville	Drummondville (V)	236	17	3	125	381	
Que/Qc	Drummondville	Saint-Cyrille-de-Wendover (MÉ)	21	8	--	1	30	
Que/Qc	Drummondville	Notre-Dame-du-Bon-Conseil (VL)	2	--	--	--	2	
Que/Qc	Drummondville	Notre-Dame-du-Bon-Conseil (PE)	--	--	--	--	--	
Que/Qc	Drummondville	Saint-Majorique-de-Grantham (PE)	9	--	--	4	13	
Que/Qc	Drummondville	Total	299	34	3	149	485	
Que/Qc	Granby	Bromont (V)	83	26	--	66	175	
Que/Qc	Granby	Saint-Alphonse-de-Granby (MÉ)	6	--	--	--	6	
Que/Qc	Granby	Granby (V)	98	77	20	220	415	
Que/Qc	Granby	Saint-Paul-d'Abbotsford (MÉ)	2	--	--	--	2	
Que/Qc	Granby	Total	189	103	20	286	598	
Que/Qc	Rimouski	Saint-Narcisse-de-Rimouski (PE)	1	--	--	--	1	
Que/Qc	Rimouski	Saint-Anaclet-de-Lessard (PE)	8	2	--	--	10	
Que/Qc	Rimouski	Rimouski (V)	119	84	13	345	561	
Que/Qc	Rimouski	Total	128	86	13	345	572	
Que/Qc	Saint-Hyacinthe	Saint-Hyacinthe (V)	39	17	4	143	203	
Que/Qc	Saint-Hyacinthe	Saint-Dominique (MÉ)	8	--	--	9	17	
Que/Qc	Saint-Hyacinthe	Saint-Simon (MÉ)	7	--	--	2	9	
Que/Qc	Saint-Hyacinthe	Total	54	17	4	154	229	
Que/Qc	Saint-Jean-sur-Richelieu	Saint-Jean-sur-Richelieu (V)	196	22	--	410	628	
Que/Qc	Saint-Jean-sur-Richelieu	Total	196	22	--	410	628	
Que/Qc	Shawinigan	Saint-Roch-de-Mékinac (PE)	--	--	--	--	--	
Que/Qc	Shawinigan	Shawinigan (V)	81	10	--	89	180	
Que/Qc	Shawinigan	Saint-Boniface (MÉ)	22	--	--	7	29	
Que/Qc	Shawinigan	Total	103	10	--	96	209	
Que/Qc	Total	Total	7,128	2,375	1,445	18,992	29,940	
Ont./Ont.	Barrie	Springwater (TP)	51	--	--	5	56	
Ont./Ont.	Barrie	Innisfil (T)	310	--	61	--	371	
Ont./Ont.	Barrie	Barrie (CY)	227	10	216	81	534	
Ont./Ont.	Barrie	Total	588	10	277	86	961	
Ont./Ont.	Brantford	Brant (CY)	87	2	24	3	116	
Ont./Ont.	Brantford	Brantford (CY)	171	6	141	--	318	
Ont./Ont.	Brantford	Total	258	8	165	3	434	
Ont./Ont.	Guelph	Puslinch (TP)	23	--	--	--	23	
Ont./Ont.	Guelph	Guelph (CY)	188	48	207	207	650	
Ont./Ont.	Guelph	Guelph/Eramosa (TP)	12	--	--	--	12	
Ont./Ont.	Guelph	Total	223	48	207	207	685	
Ont./Ont.	Hamilton	Burlington (CY)	111	2	159	449	721	
Ont./Ont.	Hamilton	Hamilton (C)	1,049	59	591	42	1,741	
Ont./Ont.	Hamilton	Grimsby (T)	38	--	13	--	51	
Ont./Ont.	Hamilton	Total	1,198	61	763	491	2,513	
Ont./Ont.	Kingston	Frontenac Islands (TP)	15	--	--	--	15	
Ont./Ont.	Kingston	Kingston (CY)	248	7	43	225	523	
Ont./Ont.	Kingston	South Frontenac (TP)	54	--	--	--	54	
Ont./Ont.	Kingston	Loyalist (TP)	76	--	22	--	98	
Ont./Ont.	Kingston	Total	393	7	65	225	690	
Ont./Ont.	Kitchener-Cambridge-Waterloo	North Dumfries (TP)	31	17	--	--	48	
Ont./Ont.	Kitchener-Cambridge-Waterloo	Cambridge (CY)	127	--	63	180	370	
Ont./Ont.	Kitchener-Cambridge-Waterloo	Kitchener (CY)	323	18	230	477	1,048	
Ont./Ont.	Kitchener-Cambridge-Waterloo	Waterloo (CY)	141	4	54	593	792	
Ont./Ont.	Kitchener-Cambridge-Waterloo	Woolwich (TP)	88	--	--	--	88	
Ont./Ont.	Kitchener-Cambridge-Waterloo	Total	710	39	347	1,250	2,346	
Ont./Ont.	London	Central Elgin (MU)	43	--	--	--	43	
Ont./Ont.	London	St. Thomas (CY)	116	15	--	3	134	
Ont./Ont.	London	Southwold (TP)	--	--	--	--	--	
Ont./Ont.	London	Strathroy-Caradoc (TP)	64	--	--	--	64	
Ont./Ont.	London	Thames Centre (MU)	43	7	--	--	50	
Ont./Ont.	London	Middlesex Centre (TP)	65	--	--	14	79	
Ont./Ont.	London	London (CY)	818	10	220	476	1,524	
Ont./Ont.	London	Adelaide Metcalfe (TP)	--	--	--	--	--	
Ont./Ont.	London	Total	1,149	32	220	493	1,894	
Ont./Ont.	St. Catharines-Niagara	Fort Erie (T)	79	0	23	--	102	
Ont./Ont.	St. Catharines-Niagara	Port Colborne (CY)	10	1	--	--	11	
Ont./Ont.	St. Catharines-Niagara	Wainfleet (TP)	15	--	--	--	15	
Ont./Ont.	St. Catharines-Niagara	Pelham (T)	35	1	4	3	43	
Ont./Ont.	St. Catharines-Niagara	Welland (CY)	92	11	25	--	128	
Ont./Ont.	St. Catharines-Niagara	Thorold (CY)	32	14	11	4	61	
Ont./Ont.	St. Catharines-Niagara	Niagara Falls (CY)	199	12	61	122	394	
Ont./Ont.	St. Catharines-Niagara	Niagara-on-the-Lake (T)	95	21	41	5	162	
Ont./Ont.	St. Catharines-Niagara	St. Catharines (CY)	62	6	27	8	103	
Ont./Ont.	St. Catharines-Niagara	Lincoln (T)	75	5	26	--	106	
Ont./Ont.	St. Catharines-Niagara	Total	694	71	218	142	1,125	
Ont./Ont.	Oshawa	Whitby (T)	245	2	95	108	450	
Ont./Ont.	Oshawa	Oshawa (CY)	481	46	86	17	630	
Ont./Ont.	Oshawa	Clarington (MU)	331	42	122	84	579	
Ont./Ont.	Oshawa	Total	1,057	90	303	209	1,659	
Ont./Ont.	Ottawa	Clarence-Rockland (CY)	125	2	37	51	215	
Ont./Ont.	Ottawa	Russell (TP)	89	20	--	21	130	
Ont./Ont.	Ottawa	Ottawa (CY)	1,474	355	1,705	1,391	4,925	
Ont./Ont.	Ottawa	Total	1,688	377	1,742	1,463	5,270	
Ont./Ont.	Peterborough	Otonabee-South Monaghan (TP)	--	--	--	--	--	
Ont./Ont.	Peterborough	Cavan-Monaghan (TP)	18	--	--	--	18	
Ont./Ont.	Peterborough	Peterborough (CY)	136	4	53	43	236	
Ont./Ont.	Peterborough	Smith-Ennismore-Lakefield (TP)	44	--	2	--	46	
Ont./Ont.	Peterborough	Douro-Dummer (TP)	16	--	--	--	16	
Ont./Ont.	Peterborough	Total	214	4	55	43	316	
Ont./Ont.	Greater Sudbury/Grand Sudbury	Greater Sudbury (CV)	253	31	19	110	413	
Ont./Ont.	Greater Sudbury/Grand Sudbury	Total	253	31	19	110	413	
Ont./Ont.	Thunder Bay	Neebing (MU)	5	--	--	--	5	
Ont./Ont.	Thunder Bay	Thunder Bay (CY)	136	6	7	36	185	
Ont./Ont.	Thunder Bay	Oliver Paipoonge (MU)	23	--	--	--	23	
Ont./Ont.	Thunder Bay	Gillies (TP)	--	--	--	--	--	
Ont./Ont.	Thunder Bay	O'Connor (TP)	1	--	--	--	1	
Ont./Ont.	Thunder Bay	Conmee (TP)	--	--	--	--	--	
Ont./Ont.	Thunder Bay	Shuniah (MU)	9	--	--	--	9	
Ont./Ont.	Thunder Bay	Total	174	6	7	36	223	
Ont./Ont.	Toronto	Pickering (CY)	176	22	134	33	365	
Ont./Ont.	Toronto	Ajax (T)	379	32	198	--	609	
Ont./Ont.	Toronto	Uxbridge (TP)	33	--	--	--	33	
Ont./Ont.	Toronto	Vaughan (CY)	541	14	312	351	1,218	
Ont./Ont.	Toronto	Markham (T)	1,039	385	770	660	2,854	
Ont./Ont.	Toronto	Richmond Hill (T)	263	6	208	494	971	
Ont./Ont.	Toronto	Whitchurch-Stouffville (T)	423	--	112	104	639	
Ont./Ont.	Toronto	Aurora (T)	33	20	35	--	88	
Ont./Ont.	Toronto	Newmarket (T)	350	92	34	--	476	
Ont./Ont.	Toronto	King (TP)	330	--	52	252	634	
Ont./Ont.	Toronto	East Gwillimbury (T)	55	26	12	--	93	
Ont./Ont.	Toronto	Georgina (T)	117	--	26	--	143	
Ont./Ont.	Toronto	Toronto (C)	971	175	648	12,074	13,868	
Ont./Ont.	Toronto	Mississauga (CY)	238	120	127	1,453	1,938	
Ont./Ont.	Toronto	Brampton (CY)	3,071	956	723	230	4,980	
Ont./Ont.	Toronto	Caledon (T)	292	25	99	18	434	
Ont./Ont.	Toronto	Mono (T)	46	--	--	--	46	
Ont./Ont.	Toronto	Orangeville (T)	96	0	13	--	109	
Ont./Ont.	Toronto	Oakville (T)	217	44	221	193	675	
Ont./Ont.	Toronto	Milton (T)	610	200	831	98	1,739	
Ont./Ont.	Toronto	Halton Hills (T)	139	--	85	--	224	
Ont./Ont.	Toronto	New Tecumseth (T)	202	26	4	14	246	
